id,Name,Type,Latitude,Longitude,dateDesc,OpenTime,EndTime,Price,RecommendMinTime,RecommendMaxTime,Indoor,Popularity,ood_Type
60,广州十三行博物馆,博物馆/纪念馆,23.114945,113.257572,全年,09:00,17:30,0.0,2.0,2.5,1,6,其它
62,荔枝湾涌,人文景观,23.125161,113.241536,全年,00:00,24:00,0.0,0.5,1.0,0,6,"河边,古风写真"
63,石门国家森林公园,公园,23.631008,113.788742,全年,09:00,19:00,40.0,1.0,2.0,0,6,其它
64,太古仓,商业街区,23.094555,113.259118,全年,00:00,24:00,0.0,2.0,3.5,1,6,"江边,约会圣地"
65,粤剧艺术博物馆,博物馆/纪念馆,23.121247,113.244769,全年,09:00,21:00,0.0,2.0,3.0,1,6,古风写真
67,大丰门景区,自然风光,23.589925,113.822522,全年,09:00,17:30,48.0,2.5,3.0,0,5,其它
68,广州荔枝湾游船,游乐园/体育娱乐,23.126744,113.240948,全年,09:30,17:00,0.0,0.5,1.5,0,6,"河边,约会圣地"
69,李小龙祖居,历史古迹,23.121135,113.243461,全年,08:30,21:30,0.0,0.5,1.5,1,5,其它
70,帷幕开啦（广州塔）蜡像馆,人文景观,23.112175,113.331955,全年,10:00,22:30,98.0,0.5,1.0,1,6,其它
71,幻境空间元宇宙体验馆(广州店),游乐园/体育娱乐,23.139917,113.328022,全年,10:00,22:00,59.9,2.5,4.0,1,6,其它
72,天鹿湖森林公园,公园,23.228718,113.426335,全年,09:00,17:00,5.0,2.0,3.5,0,6,其它
73,飞越丛林探险乐园,游乐园/体育娱乐,23.229421,113.432816,全年,09:00,17:30,65.0,0.5,2.0,0,6,其它
74,珠江新城,商业街区,23.124903,113.339912,全年,00:00,24:00,0.0,3.0,3.5,0,8,"江边,约会圣地"
75,荔湾湖公园,公园,23.126903,113.239395,全年,00:00,24:00,0.0,2.0,3.5,0,6,"河边,约会圣地"
76,珠江夜游西堤码头,人文景观,23.113222,113.258634,全年,16:00,22:30,0.0,0.5,1.0,0,8,"江边,约会圣地"
77,广州融创体育世界,游乐园/体育娱乐,23.431966,113.240339,全年,13:00,19:00,0.0,2.0,2.5,1,6,其它
78,中山大学（南校区）,大学校园,23.102915,113.304864,全年,09:00,18:00,0.0,3.0,4.0,1,6,其它
79,正佳科学馆·正佳天文馆,游乐园/体育娱乐,23.138001,113.333422,全年,10:00,20:00,0.0,1.0,1.5,1,6,其它
80,云台花园,公园,23.163796,113.29808,全年,00:00,18:00,0.0,2.0,3.0,1,6,其它
81,孙中山大元帅府纪念馆,博物馆/纪念馆,23.116337,113.285651,全年,08:30,17:30,0.0,2.0,3.0,1,6,其它
82,光孝寺,历史古迹,23.135332,113.263078,全年,08:30,16:30,0.0,2.0,2.5,1,6,古风写真
83,南沙湿地,自然风光,22.617149,113.654605,全年,09:00,17:00,36.0,3.0,4.0,0,6,"河边,约会圣地"
84,南沙游艇会,游乐园/体育娱乐,22.783418,113.608285,全年,09:00,21:00,0.0,2.5,4.0,0,6,"海边,约会圣地"
85,流溪河国家森林公园,自然风光,23.756617,113.789932,全年,08:00,17:00,20.0,0.5,1.0,0,6,河边
86,九龙湖度假区,游乐园/体育娱乐,23.480803,113.419942,全年,00:00,24:00,0.0,2.0,3.0,0,6,其它
87,黄金海岸水上乐园,游乐园/体育娱乐,23.110856,113.299853,全年,00:00,24:00,0.0,1.5,3.0,0,8,"海边,约会圣地"
88,白云飞索,游乐园/体育娱乐,23.191107,113.311189,全年,10:30,17:30,0.0,1.5,2.0,0,6,其它
89,广州市文化馆(新馆),美术馆/艺术馆,23.081787,113.33519,全年,09:00,17:30,0.0,2.5,4.0,1,6,其它
90,流花湖公园,公园,23.143355,113.257705,全年,00:00,22:00,0.0,2.5,4.0,0,6,"河边,约会圣地"
91,圆玄道观,人文景观,23.405862,113.186642,全年,08:00,17:00,15.0,1.0,1.5,1,5,古风写真
92,南汉二陵博物馆,博物馆/纪念馆,23.053533,113.390497,全年,09:00,17:30,0.0,0.5,1.0,1,5,其它
93,黄花岗七十二烈士墓,红色景点,23.146964,113.300857,全年,06:30,21:00,0.0,1.0,2.0,0,6,其它
94,粤海关博物馆,博物馆/纪念馆,23.113315,113.257528,全年,09:00,16:00,0.0,1.0,2.0,1,5,"江边,古风写真"
95,广州图书馆,人文景观,23.122229,113.331974,全年,09:00,21:00,0.0,2.5,4.0,1,6,其它
96,花都香草世界,游乐园/体育娱乐,23.467507,113.267391,全年,09:00,18:00,65.0,2.0,2.5,1,5,其它
97,猎德大桥,人文景观,23.117739,113.340408,全年,00:00,24:00,0.0,2.5,4.0,0,5,"江边,约会圣地"
98,广州好普艺术博物馆,博物馆/纪念馆,23.1741,113.464,全年,09:00,18:00,0.0,1.0,2.0,1,5,其它
99,二沙岛,公园,23.115879,113.311347,全年,00:00,24:00,0.0,1.5,2.0,0,4,"江边,约会圣地"
101,正佳广场,商业街区,23.137887,113.333548,全年,10:00,22:00,0.0,0.5,1.5,1,6,其它
103,白云山索道,游乐园/体育娱乐,23.163525,113.302034,全年,09:00,18:00,0.0,1.5,2.0,0,6,其它
104,空中缆车,游乐园/体育娱乐,23.006068,113.324758,全年,10:30,17:30,0.0,1.0,2.5,0,6,其它
105,TIT创意园,人文景观,23.105729,113.33187,全年,00:00,21:00,0.0,1.0,2.0,1,6,其它
107,广州市都城隍庙,历史古迹,23.132731,113.2775,全年,00:00,17:00,0.0,1.0,2.0,1,6,古风写真
108,世间香境·七溪地,文化旅游区,23.536018,113.396561,全年,09:00,18:00,0.0,2.0,3.0,1,5,其它
109,长洲岛,自然风光,23.082388,113.442626,全年,00:00,24:00,0.0,0.5,1.0,0,6,"海边,约会圣地"
110,南海神庙,历史古迹,23.087583,113.504607,全年,09:00,17:00,20.0,1.0,2.5,0,6,古风写真
111,广州地铁博物馆,博物馆/纪念馆,23.101949,113.389465,全年,10:00,16:00,0.0,1.0,2.5,1,6,其它
112,黄埔古港,历史古迹,23.095461,113.396026,全年,00:00,24:00,0.0,3.0,4.0,0,6,"江边,古风写真"
113,溪头旅游村,文化旅游区,23.719128,113.873632,全年,00:00,24:00,100.0,1.5,3.0,0,6,其它
114,大浪淘沙(冼村路店),商业街区,23.12225,113.334984,全年,00:00,24:00,0.0,0.5,2.0,1,6,其它
115,头号玩家广东广州跳伞基地,游乐园/体育娱乐,23.141299,113.349842,全年,08:00,23:30,0.0,2.0,3.0,0,6,其它
116,辛亥革命纪念馆,博物馆/纪念馆,23.078246,113.426816,全年,09:00,17:00,0.0,3.0,3.5,1,6,其它
117,龙津西西关大屋区,历史古迹,23.125071,113.242277,全年,09:00,17:30,0.0,0.5,2.0,1,4,古风写真
118,广州水上巴士,游乐园/体育娱乐,23.112249,113.246822,全年,07:00,18:30,0.0,3.0,4.0,0,6,"江边,约会圣地"
119,广州市儿童公园,公园,23.190304,113.278107,全年,08:00,18:00,0.0,2.0,3.0,0,6,其它
120,海鸥岛,游乐园/体育娱乐,22.97941,113.531663,全年,00:00,24:00,0.0,2.0,2.5,0,5,"海边,约会圣地"
121,五羊石雕,人文景观,23.144145,113.269391,全年,00:00,22:00,0.0,0.5,1.5,0,6,其它
123,广州铁路博物馆,博物馆/纪念馆,23.117024,113.238448,全年,09:00,16:00,0.0,0.5,1.5,1,6,其它
124,南沙水鸟世界生态公园,公园,22.619486,113.643696,全年,09:00,17:00,0.0,0.5,1.0,0,6,"海边,约会圣地"
125,天河公园,公园,23.134103,113.371801,全年,06:30,22:00,0.0,3.0,3.5,0,6,约会圣地
126,广州艺术博物院,美术馆/艺术馆,23.149166,113.28707,全年,09:00,17:00,0.0,0.5,1.0,1,6,其它
127,疯狂的麦咭(广州体验馆),游乐园/体育娱乐,22.976506,113.308682,全年,13:00,22:00,0.0,1.5,2.0,1,6,其它
128,广东美术馆,美术馆/艺术馆,23.114039,113.313698,全年,09:00,17:00,0.0,1.0,2.0,1,6,其它
130,宝能广州国际体育演艺中心,游乐园/体育娱乐,23.181722,113.489011,全年,08:30,17:00,0.0,1.0,2.0,1,6,其它
131,保利世贸博览馆,博物馆/纪念馆,23.103718,113.372736,全年,00:00,24:00,0.0,2.0,3.0,1,6,其它
132,客村,商业街区,23.101735,113.325925,全年,00:00,24:00,0.0,1.5,2.0,0,4,其它
133,农民运动讲习所旧址,红色景点,23.13386,113.28287,全年,09:00,17:30,0.0,2.5,3.0,1,4,其它
134,广州华夏世嘉都市乐园,游乐园/体育娱乐,23.195674,113.600847,全年,10:00,21:00,0.0,0.5,1.5,1,6,其它
135,广州钧明欢乐世界,游乐园/体育娱乐,23.195372,113.599518,全年,10:00,20:00,0.0,1.5,2.0,1,6,其它
136,白江湖森林公园,公园,23.503464,113.915041,全年,08:00,19:00,10.0,0.5,2.0,0,6,其它
137,琶洲港澳客运口岸,人文景观,23.110248,113.373718,全年,09:00,18:00,0.0,0.5,1.0,1,5,其它
138,广州青少年科技馆,博物馆/纪念馆,23.148823,113.278079,全年,09:30,17:00,0.0,2.0,3.0,1,6,其它
139,广州文化公园,公园,23.115633,113.257337,全年,07:00,21:30,0.0,2.0,3.0,1,6,其它
140,爱群大厦,商业街区,23.115593,113.263623,全年,00:00,24:00,0.0,2.5,4.0,1,5,其它
141,广州翼·空港文旅小镇,文化旅游区,23.360714,113.299584,全年,00:00,24:00,0.0,2.0,2.5,0,6,其它
143,六榕寺,历史古迹,23.134141,113.266451,全年,08:00,16:30,0.0,2.0,2.5,1,5,古风写真
145,东山湖公园,公园,23.122361,113.298465,全年,00:00,21:30,0.0,0.5,1.5,0,6,"河边,约会圣地"
146,荔湾博物馆,博物馆/纪念馆,23.125681,113.242686,全年,09:00,17:00,0.0,3.0,3.5,1,6,古风写真
147,三元里人民抗英斗争纪念馆,红色景点,23.166898,113.266612,全年,09:00,18:00,0.0,2.0,3.0,1,4,其它
149,春阳台,人文景观,23.341129,113.095442,全年,10:00,18:00,60.0,0.5,1.0,1,6,其它
150,有马空间(琶洲店),游乐园/体育娱乐,23.103843,113.363278,全年,00:00,24:00,0.0,1.0,2.0,1,4,其它
151,琶洲塔,历史古迹,23.105305,113.382269,全年,00:00,24:00,0.0,1.0,2.0,0,5,"江边,古风写真"
153,广东省凉茶博物馆,博物馆/纪念馆,23.185393,113.456405,全年,09:00,17:00,0.0,3.0,3.5,1,4,其它
154,珠江琶醍啤酒文化创意艺术区,文化旅游区,23.112566,113.346401,全年,17:30,02:00,0.0,2.0,3.0,1,6,"江边,约会圣地"
155,摩星岭,自然风光,23.188995,113.307707,全年,00:00,24:00,0.0,2.5,4.0,0,6,其它
156,五指山,自然风光,23.741667,113.81041,全年,08:00,17:00,20.0,2.0,3.0,0,6,其它
157,广州山谷国际旅游度假区,游乐园/体育娱乐,23.478783,113.597056,全年,09:30,17:30,0.0,1.5,2.0,0,6,其它
158,大夫山森林公园,公园,22.956343,113.315528,全年,08:00,18:00,0.0,2.5,3.0,0,6,其它
160,广东科学馆,博物馆/纪念馆,23.139717,113.2697,全年,09:30,16:30,0.0,1.0,1.5,1,6,其它
162,海珠湖公园,公园,23.078539,113.330994,全年,08:00,20:00,0.0,0.5,1.5,0,6,"河边,约会圣地"
163,沙面堂,历史古迹,23.112754,113.248153,全年,00:00,24:00,0.0,3.0,3.5,1,5,"古风写真,约会圣地"
166,天河体育中心,游乐园/体育娱乐,23.143232,113.331575,全年,06:00,22:00,0.0,3.0,4.0,1,6,其它
167,星海音乐厅,美术馆/艺术馆,23.113815,113.31217,全年,00:00,20:30,0.0,1.0,1.5,1,6,其它
168,珠江公园,公园,23.127287,113.347168,全年,00:00,22:00,0.0,2.0,3.0,0,6,"江边,约会圣地"
169,黄大仙祠,人文景观,23.101465,113.233717,全年,00:00,17:30,0.0,3.0,4.0,1,6,古风写真
170,九龙湖生态公园,公园,23.47724,113.425418,全年,09:00,17:00,55.0,1.0,2.5,0,6,"河边,约会圣地"
171,番禺儿童公园,游乐园/体育娱乐,22.967148,113.373662,全年,08:00,21:30,0.0,1.5,3.0,0,6,其它
172,越秀山,公园,23.144092,113.269578,全年,00:00,21:00,0.0,3.0,3.5,0,6,其它
173,广州国际金融中心-西塔,商业街区,23.123486,113.329659,全年,10:00,22:00,0.0,3.0,3.5,1,6,其它
174,天河路商圈,商业街区,23.147072,113.336053,全年,00:00,24:00,0.0,0.5,1.0,1,8,其它
175,广州鲁迅纪念馆,博物馆/纪念馆,23.130224,113.283364,全年,09:00,17:00,0.0,1.0,2.0,1,6,其它
176,三元宫,历史古迹,23.141037,113.269674,全年,00:00,17:00,0.0,1.0,2.0,1,5,古风写真
177,白云山国家级风景名胜区-玻璃桥,自然风光,23.176297,113.308671,全年,08:30,17:00,0.0,2.0,2.5,0,6,其它
178,南粤苑,人文景观,22.904203,113.295986,全年,08:30,17:30,42.0,1.5,2.0,1,6,其它
179,广东奥体中心,游乐园/体育娱乐,23.146083,113.418268,全年,00:00,24:00,0.0,1.5,2.0,1,6,其它
180,TaxiWay飞行中心(广州塔店),游乐园/体育娱乐,23.112219,113.331153,全年,10:00,22:00,288.0,1.0,2.0,1,6,其它
181,广东省古村落小洲村,历史古迹,23.068246,113.364821,全年,00:00,24:00,0.0,3.0,4.0,0,5,古风写真
182,马岭观花植物园,公园,23.48092,113.115289,全年,09:00,17:30,79.9,2.0,2.5,1,5,其它
183,流溪河,自然风光,23.309788,113.288276,全年,00:00,24:00,0.0,0.5,1.0,0,6,"河边,约会圣地"
184,天池,自然风光,22.988796,113.512643,全年,00:00,24:00,0.0,1.5,2.0,0,8,其它
185,七彩澳游世界,游乐园/体育娱乐,23.327309,113.703262,全年,09:30,18:00,52.9,2.0,2.5,1,6,其它
186,华林禅寺,历史古迹,23.122428,113.253216,全年,00:00,17:00,0.0,2.0,2.5,1,6,其它
187,帽峰山景区,自然风光,23.308856,113.463457,全年,00:00,17:00,10.0,0.5,1.0,0,6,其它
188,虎门大桥,人文景观,22.792189,113.614387,全年,00:00,24:00,0.0,3.0,3.5,0,6,"江边,约会圣地"
189,孙中山纪念馆,博物馆/纪念馆,23.102519,113.303485,全年,08:00,17:00,0.0,1.0,2.0,1,6,其它
190,白云山风景名胜区-山顶公园,公园,23.177947,113.306399,全年,00:00,24:00,0.0,2.0,3.5,0,6,其它
191,天龙溪自然风景区,自然风光,23.541753,113.256538,全年,09:00,22:00,26.8,3.0,3.5,0,6,其它
192,广州市麓湖公园,公园,23.154881,113.289439,全年,00:00,24:00,0.0,0.5,1.5,0,6,其它
193,南沙滨海湿地景区,自然风光,22.75522,113.624057,全年,00:00,24:00,0.0,0.5,1.5,0,6,"海边,约会圣地"
194,深中大桥,游乐园/体育娱乐,22.564071,113.653126,全年,00:00,24:00,0.0,2.0,2.5,0,6,其它
195,桂峰村,人文景观,23.814063,114.013896,全年,00:00,24:00,0.0,1.0,2.0,0,5,其它
196,大河马水上世界,游乐园/体育娱乐,23.21988,113.331571,全年,10:00,18:00,55.0,2.0,3.5,0,6,"河边,约会圣地"
197,南沙大角山海滨公园,公园,22.756166,113.625676,全年,00:00,24:00,0.0,2.5,3.0,0,6,"海边,约会圣地"
198,广州野恩动物乐园,游乐园/体育娱乐,23.142399,113.331733,全年,10:00,22:00,0.0,1.5,2.0,0,6,其它
199,南沙滨海泳场,游乐园/体育娱乐,22.766857,113.62641,全年,09:00,18:00,0.0,1.0,2.0,0,6,"海边,约会圣地"
200,珠江夜游(海心沙东区码头),游乐园/体育娱乐,23.116329,113.333457,全年,16:00,22:30,0.0,2.5,3.0,0,8,"江边,约会圣地"
201,南沙十九涌,人文景观,22.60589,113.65163,全年,00:00,24:00,0.0,1.0,2.5,0,4,"海边,约会圣地"
202,广州海事博物馆,博物馆/纪念馆,23.085411,113.508844,全年,08:00,16:00,0.0,2.5,3.0,1,6,其它
203,白鹅潭大湾区艺术中心,美术馆/艺术馆,23.107106,113.246052,全年,09:00,17:00,0.0,2.5,4.0,1,6,其它
204,生态设计小镇,其它,23.708562,113.727591,全年,09:00,22:00,0.0,2.0,3.5,0,6,其它
205,西坊大院文化创意园,文化旅游区,22.943144,113.36367,全年,00:00,24:00,0.0,2.0,3.0,1,6,其它
206,广州白云国际会议中心,商业街区,23.194991,113.286075,全年,00:00,24:00,0.0,0.5,2.0,1,6,其它
209,鱼珠码头,人文景观,23.099873,113.436123,全年,00:00,23:30,0.0,2.0,3.0,0,4,"江边,约会圣地"
210,正佳赛博运动空间,游乐园/体育娱乐,23.13786,113.333634,全年,10:00,22:00,198.0,1.5,3.0,1,6,其它
214,番禺欢乐森林,游乐园/体育娱乐,23.016062,113.446159,全年,10:00,21:00,19.9,2.5,3.0,0,6,其它
215,长隆欢乐世界-欢乐摩天轮,游乐园/体育娱乐,23.003416,113.336111,全年,10:00,18:00,0.0,1.5,2.0,0,8,其它
216,广东民间工艺博物馆,博物馆/纪念馆,23.133185,113.252021,全年,09:00,18:00,0.0,0.5,1.5,1,6,其它
217,天河大观湿地公园,公园,23.184698,113.429953,全年,00:00,24:00,0.0,1.0,2.5,0,6,其它
218,奈尔宝家庭中心(悦汇城店),游乐园/体育娱乐,23.155555,113.249688,全年,10:00,21:00,0.0,2.5,3.0,1,6,其它
219,火炉山森林公园,公园,23.187005,113.396663,全年,00:00,24:00,0.0,1.0,2.0,0,6,其它
220,南沙慧谷超级堤,公园,22.747254,113.612978,全年,00:00,24:00,0.0,1.0,1.5,0,5,"海边,约会圣地"
221,百花园(三堂路店),公园,22.944376,113.367285,全年,11:00,14:00,0.0,2.0,3.0,1,4,其它
222,欧洲风情街,商业街区,22.929721,113.361494,全年,00:00,24:00,0.0,2.0,3.0,0,6,其它
223,碧水峡漂流,游乐园/体育娱乐,23.684252,113.770997,全年,13:30,16:30,35.0,0.5,1.5,0,6,"河边,约会圣地"
224,广州亚运城综合体育馆,游乐园/体育娱乐,22.947651,113.488521,全年,09:00,12:00,0.0,2.0,3.5,1,6,其它
225,怀圣寺,历史古迹,23.129071,113.265427,全年,00:00,24:00,0.0,2.0,2.5,1,4,其它
226,广州艺术博物院(新馆),美术馆/艺术馆,23.106824,113.332724,全年,09:00,17:00,0.0,0.5,1.5,1,6,其它
227,孙中山文献馆,博物馆/纪念馆,23.130477,113.277149,全年,09:30,17:30,0.0,1.0,1.5,1,5,古风写真
229,广东花都湖国家湿地公园,公园,23.387857,113.23775,全年,06:30,22:00,0.0,1.0,1.5,0,6,"河边,约会圣地"
230,夜上海(时尚天河商业广场店),商业街区,23.139698,113.331829,全年,10:00,22:00,0.0,0.5,1.0,1,6,其它
231,广州起义烈士陵园,红色景点,23.135765,113.292235,全年,00:00,21:00,0.0,0.5,1.5,0,6,其它
232,深井古村,历史古迹,23.082073,113.415391,全年,00:00,24:00,0.0,0.5,1.0,0,5,古风写真
233,广州极动公园,游乐园/体育娱乐,23.109833,113.42645,全年,10:00,21:00,0.0,2.0,3.5,0,6,其它
234,派潭镇,自然风光,23.496063,113.790665,全年,00:00,24:00,0.0,3.0,3.5,0,4,其它
235,安华汇欢乐舟主题乐园,游乐园/体育娱乐,23.223415,113.303516,全年,10:00,19:00,30.0,0.5,2.0,1,6,其它
236,海心沙亚运公园-海心沙广场,公园,23.119151,113.327574,全年,00:00,24:00,0.0,2.0,2.5,0,6,"江边,约会圣地"
237,OMG网红街,商业街区,23.045464,113.323994,全年,09:00,22:00,0.0,3.0,4.0,1,6,其它
238,荔湖公园,公园,23.247055,113.818367,全年,00:00,24:00,0.0,1.5,3.0,0,6,"河边,约会圣地"
239,广州悬空玻璃艺术馆（天河旗舰店）,美术馆/艺术馆,23.142293,113.330878,全年,10:00,22:00,39.9,2.0,3.0,1,6,其它
240,广州起义纪念馆,红色景点,23.130345,113.270873,全年,09:00,17:30,0.0,2.5,4.0,1,6,其它
241,石头记矿物园,公园,23.406978,113.167616,全年,09:00,18:00,55.0,1.0,2.0,1,5,其它
242,广东外事博物馆,博物馆/纪念馆,23.112228,113.254694,全年,09:00,11:30,0.0,1.0,2.0,1,4,其它
243,马尔代夫欢乐岛,游乐园/体育娱乐,23.136176,113.683563,全年,09:00,23:00,0.0,2.5,3.0,0,8,"海边,约会圣地"
244,宝趣玫瑰世界,游乐园/体育娱乐,23.627666,113.589991,全年,09:00,18:00,45.0,2.0,3.0,1,5,其它
245,王子山森林公园,公园,23.573497,113.222987,全年,00:00,17:00,0.0,2.0,2.5,0,6,其它
