hotelId,hotelName,hotelName_EN,featureHotelType,poi_cityId,poi_cityName,poi_cityName_EN,poi_zoneName,poi_position,poi_coordinate,commentScore,commentNumber,hotelImage,positionInfo,transportInfo,miniPrice,miniPriceRoom
97974490,深圳VON Hotel万和酒店(南山万象天地店),"VON Hotel, Shenzhen Nanshan The MixC",免费停车,30,深圳,Shenzhen,南山区,科技园 粤海街道高新区社区高新南一道17号万德莱大厦南座1F,"{'type': 2, 'latitude': '22.537785', 'longitude': '113.948164'}",4.7,2865,https://dimg04.c-ctrip.com/images/0200812000ewn6irsAA5A_C_400_600_R5_Q70.jpg_.webp,近深圳万象天地 · 科技园,"[{'type': '地铁', 'info': '距粤海门地铁站步行860米,约13分钟'}]",380,雅致大床房（全屋智能+智能洁具+智能投屏）
119247459,深圳皇悦豪生酒店,Howard Johnson  Royal Hotel Shenzhen,网红泳池,30,深圳,Shenzhen,宝安区,深圳国际会展中心商圈 新桥社区中心路233号鹏展汇2栋,"{'type': 2, 'latitude': '22.74192', 'longitude': '113.828399'}",4.8,192,https://dimg04.c-ctrip.com/images/0201b12000ds0wii67ED5_C_400_600_R5_Q70.jpg_.webp,近后亭地铁站 · 深圳国际会展中心商圈,"[{'type': '地铁', 'info': '距后亭地铁站-C口步行1.4公里,约20分钟'}]",565,豪华大床房
513809,深圳福田竹子林博园秋果酒店,Shenzhen Futian Bamboo Forest Expo Park Qiuguo Hotel,免费停车,30,深圳,Shenzhen,福田区,华侨城 竹子林紫竹七道1号,"{'type': 2, 'latitude': '22.53385', 'longitude': '114.005939'}",4.7,3185,https://dimg04.c-ctrip.com/images/1mc5j12000az6fkxc1BCD_C_400_600_R5_Q70.jpg_.webp,近深圳市人才园 · 华侨城,"[{'type': '地铁', 'info': '距竹子林地铁站-B2口步行810米,约12分钟'}]",369,特惠榻榻米大床房（全屋智能+时尚风格）
61834514,深圳南山蛇口亚朵酒店,Atour Hotel (Shenzhen Nanshan Shekou),免费停车,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 兴工路8号6栋,"{'type': 2, 'latitude': '22.502839', 'longitude': '113.920293'}",4.8,2843,https://dimg04.c-ctrip.com/images/200d1g000001hfgxo2B74_C_400_600_R5_Q70.jpg_.webp,近四海地铁站 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距四海地铁站-F口步行450米,约7分钟'}]",508,雅致大床房-静夜好眠
420082,深圳兰赫美特酒店,Shenzhen Nanshan L'Hermitage,管家服务,30,深圳,Shenzhen,南山区,科技园 南海大道3031号,"{'type': 2, 'latitude': '22.54258', 'longitude': '113.931339'}",4.8,1440,https://dimg04.c-ctrip.com/images/1mc1j12000esfpnbx3B53_C_400_600_R5_Q70.jpg_.webp,近腾讯大厦 · 科技园,"[{'type': '地铁', 'info': '距中山公园地铁站-A口步行1.1公里,约16分钟'}]",588,高级双床房
535714,深圳罗湖万象城亚朵酒店,Atour Hotel Shenzhen Luohu Vientiane City,免费停车,30,深圳,Shenzhen,罗湖区,罗湖口岸/火车站 和平路深铁大厦,"{'type': 2, 'latitude': '22.538508', 'longitude': '114.115806'}",4.7,3345,https://dimg04.c-ctrip.com/images/1mc6r12000ctex3l6E527_C_400_600_R5_Q70.jpg_.webp,近深圳罗湖口岸 · 罗湖口岸/火车站,"[{'type': '地铁', 'info': '距国贸地铁站-E口步行300米,约5分钟'}]",544,高级双床房
71545262,丽呈朗誉酒店(深圳龙岗中心大运新城店),Rezen Longuu Hotel (Shenzhen Longgang Universiade Center Station),免费停车,30,深圳,Shenzhen,龙岗区,龙岗中心区/大运新城 吉祥里豪庭9栋铭德大厦A座1楼,"{'type': 2, 'latitude': '22.722441', 'longitude': '114.221198'}",4.7,1385,https://dimg04.c-ctrip.com/images/1mc0p12000d38v2htC2F9_C_400_600_R5_Q70.jpg_.webp,近黄阁坑地铁站 · 龙岗中心,"[{'type': '地铁', 'info': '距黄阁坑地铁站-B口步行540米,约8分钟'}]",335,雅尚大床房（无线投屏）
80843822,深圳宝安希尔顿惠庭酒店,Home 2 Suites by Hilton Shenzhen Baoan,管家服务,30,深圳,Shenzhen,宝安区,宝安商业区 新安六路蓝湾海岸大厦2栋,"{'type': 2, 'latitude': '22.557851', 'longitude': '113.866167'}",4.7,2553,https://dimg04.c-ctrip.com/images/1mc2712000emku5ey0E73_C_400_600_R5_Q70.jpg_.webp,近宝安地铁站 · 宝安商业区,"[{'type': '地铁', 'info': '距宝安地铁站-A口步行1.9公里,约27分钟'}]",469,舒适大床房 【智能客控+舒达床垫+微波炉】
105992690,深圳宝安前海Pagoda君亭设计酒店,"Pagoda  Hotel, Baoan,Qianhai, Shenzhen",管家服务,30,深圳,Shenzhen,宝安区,宝安商业区 建安一路9号恒明珠国际金融中心西座,"{'type': 2, 'latitude': '22.557232', 'longitude': '113.909531'}",4.8,3374,https://dimg04.c-ctrip.com/images/1mc3n12000as1cgxp7A33_C_400_600_R5_Q70.jpg_.webp,近海雅缤纷城(宝安店) · 宝安商业区,"[{'type': '地铁', 'info': '距新安公园地铁站-D口步行620米,约9分钟'}]",443,疗愈舒适大床房（榻榻米）
115585929,东莞嘉辉会丽呈华廷酒店,GRAND REZEN HOTEL CASTFAST DONG GUAN,家庭房,223,东莞,Dongguan,凤岗镇,龙凤山庄度假区 官井头嘉辉中路12号,"{'type': 2, 'latitude': '22.715136', 'longitude': '114.190861'}",4.8,439,https://dimg04.c-ctrip.com/images/1mc2312000f7xnww77E29_C_400_600_R5_Q70.jpg_.webp,东莞 · 近松鼠 · 龙凤山庄,"[{'type': '地铁', 'info': '距愉园地铁站-A口驾车4.6公里,约10分钟'}]",398,特惠大床房
92350678,格兰云天·阅酒店(深圳中心公园店),The Skytel (Shenzhen Central Park Branch),免费停车,30,深圳,Shenzhen,福田区,华强北商业区 深南中路3029号南光捷佳大厦1-4层,"{'type': 2, 'latitude': '22.539471', 'longitude': '114.078528'}",4.5,3197,https://dimg04.c-ctrip.com/images/0200d120009fthz8l85E4_C_400_600_R5_Q70.jpg_.webp,近华强路地铁站 · 华强商圈,"[{'type': '地铁', 'info': '距华强路地铁站-C口步行670米,约10分钟'}]",440,全屋智能大床房
115803290,深圳南山芒果网大厦亚朵酒店,"Mangonet Building, No. 3955 Baishi Road, Nanshan District, Shenzhen, Guangdong, China",停车场,30,深圳,Shenzhen,南山区,科技园 白石路3955号北门芒果网大厦,"{'type': 2, 'latitude': '22.523888', 'longitude': '113.935467'}",4.9,576,https://dimg04.c-ctrip.com/images/1mc6712000dgq6henF5A4_C_400_600_R5_Q70.jpg_.webp,近深圳大学(粤海校区) · 科技园,"[{'type': '地铁', 'info': '距深大南地铁站步行320米,约5分钟'}]",684,雅致大床房
22822006,深圳大梅沙中兴和泰海景酒店,CZD Hotel,泳池,30,深圳,Shenzhen,盐田区,"大小梅沙/东部华侨城 盐梅路268号中兴国际研发培训中心D座, 中兴发展公交站台旁","{'type': 2, 'latitude': '22.584779', 'longitude': '114.294375'}",4.5,539,https://dimg04.c-ctrip.com/images/1mc2u12000cjckdgt59B4_C_400_600_R5_Q70.jpg_.webp,近大梅沙海滨公园 · 大小梅沙/东部华侨城,"[{'type': '地铁', 'info': '距盐田墟地铁站-C口驾车2.3公里,约7分钟'}]",432,豪华山景双人房
61002063,深圳海上世界殿影酒店,MOVIETEL SHENZHEN,免费停车,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 招商街道水湾社区工业二路海洋石油大厦A座,"{'type': 2, 'latitude': '22.48336', 'longitude': '113.913271'}",4.7,3386,https://dimg04.c-ctrip.com/images/200i1h000001hjovw3E4A_C_400_600_R5_Q70.jpg_.webp,近海上世界 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距海上世界地铁站-E口步行170米,约3分钟'}]",409,观影大床房
447294,深圳华安国际大酒店,Hua'an International Hotel,免费停车,30,深圳,Shenzhen,罗湖区,万象城/京基100 宝安南路2001号,"{'type': 2, 'latitude': '22.543909', 'longitude': '114.11055'}",4.4,847,https://dimg04.c-ctrip.com/images/0205z120008eqsj8q8980_C_400_600_R5_Q70.jpg_.webp,近东门老街 · 万象城/京基100,"[{'type': '地铁', 'info': '距大剧院地铁站步行300米,约5分钟'}]",531,高级大床房
1438237,深圳湾科技园丽雅查尔顿酒店,Lia Charlton Hotel Shenzhen,管家服务,30,深圳,Shenzhen,南山区,科技园 高新科技园高新南四道13号,"{'type': 2, 'latitude': '22.535739', 'longitude': '113.949312'}",4.6,1434,https://dimg04.c-ctrip.com/images/02058120009oiiv506999_C_400_600_R5_Q70.jpg_.webp,近深圳大学(粤海校区) · 科技园,"[{'type': '地铁', 'info': '距高新南地铁站-出口步行420米,约6分钟'}]",598,高级大床房
114405293,铂尔登美瑾酒店(深圳南山西丽地铁站店),Dalden Meijin Hotel,停车场,30,深圳,Shenzhen,南山区,大学城/西丽动物园 西丽街道新围社区留仙大道6008号鼎新大厦,"{'type': 2, 'latitude': '22.581022', 'longitude': '113.953854'}",4.5,437,https://dimg04.c-ctrip.com/images/1mc6m12000cw2i698FFBA_C_400_600_R5_Q70.jpg_.webp,近西丽地铁站 · 西丽/大学城,"[{'type': '地铁', 'info': '距西丽地铁站步行100米,约2分钟'}]",331,阳光全景大床房
