id,Name,Type,Latitude,Longitude,dateDesc,OpenTime,EndTime,Price,RecommendMinTime,RecommendMaxTime,Indoor,Popularity,ood_Type
17,杭州长乔极地海洋公园,游乐园/体育娱乐,30.148299,120.232994,全年,09:00,17:00,360.0,2.0,3.0,1,8,其它
18,杭州动物园,游乐园/体育娱乐,30.218839,120.139703,全年,07:00,17:30,20.0,2.5,4.0,0,6,其它
19,良渚古城遗址公园,历史古迹,30.386514,119.993671,全年,09:00,17:00,55.0,1.5,2.0,0,6,古风写真
20,清河坊街,商业街区,30.245629,120.175778,全年,00:00,24:00,0.0,1.0,2.5,0,6,"古风写真,约会圣地"
21,大奇山国家森林公园,公园,29.761747,119.73794,全年,08:30,16:00,46.0,1.0,2.5,0,6,其它
22,虎啸峡激流探险漂流,游乐园/体育娱乐,29.743971,119.523904,全年,13:00,15:00,180.0,3.0,3.5,0,6,其它
23,千岛湖东南湖区,自然风光,29.591235,119.082667,全年,00:00,24:00,120.0,0.5,1.0,0,6,"河边,约会圣地"
24,灵栖洞,自然风光,29.384884,119.096752,全年,07:30,16:00,74.0,0.5,2.0,1,5,其它
25,云栖竹径,公园,30.197803,120.097355,全年,07:00,17:00,8.0,2.0,3.0,0,6,"古风写真,约会圣地"
26,胡雪岩故居,历史古迹,30.243087,120.179167,全年,08:00,17:00,20.0,1.5,3.0,1,5,古风写真
27,千岛湖天屿景区,自然风光,29.633919,119.05364,全年,08:00,20:30,50.0,2.0,3.5,0,6,"河边,约会圣地"
28,杭州乐园,游乐园/体育娱乐,30.167211,120.251295,全年,10:00,17:00,160.0,0.5,2.0,0,6,其它
29,杭州植物园,公园,30.256881,120.122838,全年,07:00,17:30,10.0,3.0,4.0,0,6,其它
30,浙江省博物馆(之江馆区),博物馆/纪念馆,30.167064,120.108693,全年,09:00,17:00,0.0,2.5,4.0,1,6,其它
31,杭州烂苹果乐园,游乐园/体育娱乐,30.167226,120.251329,全年,00:00,24:00,140.0,0.5,2.0,1,6,其它
32,瑶琳仙境,游乐园/体育娱乐,29.892018,119.545049,全年,08:30,16:00,110.0,2.0,3.5,1,6,其它
33,城隍阁景区,人文景观,30.24208,120.171139,全年,08:00,20:00,30.0,1.0,2.5,0,6,"古风写真,约会圣地"
34,天子地梦幻乐园,游乐园/体育娱乐,29.789229,119.360817,全年,07:30,18:30,90.0,1.0,2.0,1,6,其它
35,龙井村,文化旅游区,30.225096,120.111987,全年,00:00,24:00,0.0,0.5,1.0,0,6,其它
36,断桥残雪,人文景观,30.264551,120.158179,全年,00:00,24:00,0.0,2.0,3.0,0,6,"河边,古风写真,约会圣地"
37,杭州开元森泊度假乐园,游乐园/体育娱乐,30.139729,120.229152,全年,10:00,18:00,60.0,0.5,1.5,1,6,其它
38,超级格乐利雅粉红城堡,游乐园/体育娱乐,30.136931,120.174862,全年,10:00,20:00,18.0,2.0,3.5,1,6,约会圣地
40,天屿山观景台,人文景观,29.633533,119.053793,全年,08:00,20:30,50.0,2.0,3.0,1,6,其它
41,浙江自然博物院(杭州馆),博物馆/纪念馆,30.282674,120.171317,全年,09:00,17:00,0.0,1.0,1.5,1,6,其它
42,西湖文化广场,公园,30.282153,120.169641,全年,00:00,24:00,0.0,2.0,3.5,1,6,"河边,约会圣地"
43,九溪烟树,自然风光,30.209072,120.119682,全年,00:00,24:00,0.0,0.5,1.0,0,6,"河边,古风写真"
44,九溪十八涧,自然风光,30.21666,120.11452,全年,00:00,24:00,0.0,3.0,4.0,0,6,"河边,古风写真"
45,六和塔,历史古迹,30.202099,120.139068,全年,07:00,17:30,20.0,2.0,3.0,0,6,"河边,古风写真"
46,梅峰岛,自然风光,29.595972,118.92783,全年,08:00,14:50,0.0,0.5,1.0,0,6,"河边,约会圣地"
47,小河直街历史文化街区,商业街区,30.313767,120.142542,全年,00:00,24:00,0.0,1.5,2.0,0,6,"河边,古风写真"
48,千岛湖沪马探险乐园,游乐园/体育娱乐,29.520899,118.746238,全年,08:30,17:30,68.0,1.0,2.0,0,6,其它
49,上天竺法喜讲寺,历史古迹,30.232941,120.102322,全年,06:30,18:00,20.0,2.0,3.0,1,6,古风写真
50,钱塘江游船(滨江码头),游乐园/体育娱乐,30.216289,120.206476,全年,09:00,21:30,85.0,1.0,2.0,0,6,"江边,约会圣地"
51,虎跑公园,公园,30.215699,120.138469,全年,07:00,17:30,15.0,1.0,1.5,0,6,其它
52,杭州浪浪浪水公园,游乐园/体育娱乐,30.167317,120.251778,全年,00:00,24:00,0.0,1.0,1.5,0,6,其它
53,如梦上塘,人文景观,30.331104,120.175437,全年,14:00,23:00,0.0,1.0,2.5,1,6,"河边,古风写真"
54,雅鲁激流探险漂流,游乐园/体育娱乐,29.950041,119.303866,全年,13:00,15:00,0.0,2.0,2.5,0,6,河边
55,北高峰索道,游乐园/体育娱乐,30.249531,120.113155,全年,07:30,16:00,0.0,1.0,2.0,0,6,其它
56,苏堤,公园,30.238234,120.149074,全年,00:00,24:00,0.0,1.0,2.0,0,8,"河边,古风写真,约会圣地"
57,塘栖古镇,历史古迹,30.482034,120.188436,全年,00:00,24:00,0.0,3.0,3.5,0,6,"河边,古风写真"
58,杭州博物馆,博物馆/纪念馆,30.244425,120.173089,全年,09:00,16:30,0.0,0.5,1.0,1,6,其它
59,良渚博物院,博物馆/纪念馆,30.383341,120.034345,全年,09:00,16:30,0.0,1.0,2.5,1,6,其它
60,郭庄,人文景观,30.250215,120.138718,全年,08:00,17:00,10.0,1.0,2.0,1,4,"古风写真,约会圣地"
61,白云溪漂流,游乐园/体育娱乐,29.704718,118.885118,全年,10:00,15:30,98.0,2.0,3.0,0,6,"河边,约会圣地"
63,龙井峡漂流,游乐园/体育娱乐,30.181211,119.128886,全年,12:00,14:30,170.0,2.5,4.0,0,6,"河边,约会圣地"
64,钱塘江夜游(武林门码头),游乐园/体育娱乐,30.279759,120.168991,全年,18:00,22:00,0.0,1.5,3.0,0,6,"江边,约会圣地"
65,黄山尖,自然风光,29.574168,119.113486,全年,08:00,18:00,0.0,0.5,1.0,0,8,其它
66,杭州千岛湖开元森泊焕境乐园,游乐园/体育娱乐,29.621696,119.04507,全年,10:00,20:00,20.0,2.0,3.0,1,6,其它
67,千岛湖红山谷景区,自然风光,29.391723,118.870494,全年,08:30,16:00,56.0,0.5,1.0,0,6,"河边,约会圣地"
68,千岛湖伯爵号豪华游轮,游乐园/体育娱乐,29.611071,119.041211,全年,09:00,15:00,330.0,0.5,2.0,0,6,"河边,约会圣地"
69,千岛湖森林氧吧,自然风光,29.595154,119.224824,全年,08:00,17:00,55.0,0.5,1.5,0,6,其它
70,杭州运河夜游,人文景观,30.279528,120.168653,全年,19:00,21:10,119.0,1.5,3.0,0,6,"河边,约会圣地"
71,武林夜市,商业街区,30.267735,120.166699,全年,17:00,23:00,0.0,1.0,2.0,0,6,其它
72,龙门古镇,历史古迹,29.907164,119.958125,全年,08:30,16:30,60.0,3.0,3.5,0,6,"古风写真,约会圣地"
73,万松书院,人文景观,30.233491,120.1679,全年,07:30,16:30,10.0,2.0,2.5,1,5,古风写真
74,大慈岩风景区,自然风光,29.318742,119.297789,全年,08:00,16:00,75.0,2.0,3.0,0,6,其它
75,钱王祠,历史古迹,30.248646,120.164978,全年,08:00,16:30,15.0,2.0,3.5,1,5,古风写真
76,太子湾公园,公园,30.231845,120.148209,全年,00:00,24:00,0.0,1.5,3.0,0,6,"河边,约会圣地"
77,杭州长乔亲子乐园,游乐园/体育娱乐,30.146527,120.23194,全年,10:00,18:00,109.0,2.0,3.5,1,6,其它
78,花港观鱼,公园,30.238309,120.148232,全年,00:00,24:00,0.0,0.5,1.5,0,6,"河边,古风写真"
79,天目山景区,自然风光,30.353794,119.436458,全年,08:00,16:00,136.0,2.5,3.0,0,6,其它
80,浙江省科技馆,博物馆/纪念馆,30.282042,120.171172,全年,00:00,24:00,0.0,1.5,2.0,1,6,其它
81,大明山景区,自然风光,30.091985,118.998596,全年,07:30,17:00,25.0,3.0,4.0,0,6,其它
82,飞来峰,人文景观,30.243024,120.107219,全年,07:00,17:30,0.0,2.0,3.5,0,6,古风写真
83,天下第一财神庙,文化旅游区,30.251678,120.104414,全年,00:00,17:00,0.0,3.0,4.0,1,6,其它
84,千岛湖文渊狮城度假区,文化旅游区,29.478633,118.678015,全年,10:40,22:00,60.0,2.0,3.0,0,6,"古风写真,约会圣地"
86,千岛湖希尔顿水上乐园,游乐园/体育娱乐,29.60893,119.084097,全年,08:30,18:30,0.0,0.5,2.0,1,6,"河边,约会圣地"
87,净慈禅寺,历史古迹,30.235356,120.155513,全年,06:30,17:00,0.0,2.0,3.5,1,6,古风写真
88,杭州森泊水乐园,游乐园/体育娱乐,30.139738,120.229146,全年,10:00,18:00,208.0,0.5,1.0,1,6,其它
89,柳浪闻莺,公园,30.245792,120.162605,全年,00:00,24:00,0.0,2.0,3.0,0,6,"河边,约会圣地"
90,王子谷漂流,游乐园/体育娱乐,29.609686,119.236445,全年,10:00,15:00,198.0,2.0,2.5,0,6,其它
91,京杭大运河博物馆,博物馆/纪念馆,30.323776,120.148156,全年,09:00,16:30,0.0,0.5,2.0,1,6,"河边,古风写真"
92,千岛湖石林景区,自然风光,29.379889,119.014659,全年,08:30,16:00,0.0,0.5,1.0,0,6,其它
93,湘湖,公园,30.136275,120.221555,全年,09:00,16:00,55.0,2.0,3.0,0,6,"河边,约会圣地"
94,南宋御街,商业街区,30.247498,120.177601,全年,00:00,24:00,0.0,1.0,2.0,1,6,"古风写真,约会圣地"
96,浙江省博物馆孤山馆区,博物馆/纪念馆,30.257339,120.149955,全年,09:00,17:00,0.0,1.0,1.5,1,6,其它
97,千岛湖酉坞里萤火虫主题公园,游乐园/体育娱乐,29.769437,119.216559,全年,14:00,22:00,150.0,0.5,1.5,0,6,其它
98,杭州国际博览中心,商业街区,30.237286,120.245117,全年,09:00,16:30,0.0,0.5,2.0,1,6,其它
99,拱宸桥,历史古迹,30.324504,120.145416,全年,00:00,24:00,0.0,0.5,1.5,0,4,"河边,古风写真"
100,满觉陇,人文景观,30.22788,120.126538,全年,00:00,24:00,0.0,1.0,2.0,0,6,其它
101,千岛湖夜游,自然风光,29.609909,119.038159,全年,18:00,20:00,218.0,1.0,2.0,0,6,"河边,约会圣地"
102,杭州卧龙胜境漂流乐园,游乐园/体育娱乐,29.362879,119.267876,全年,13:00,15:30,0.0,0.5,1.0,0,6,"河边,约会圣地"
103,704工程(林彪杭州行宫),红色景点,30.239396,120.131601,全年,08:00,18:00,0.0,1.0,2.0,1,6,其它
104,白堤,公园,30.261371,120.155406,全年,00:00,24:00,0.0,1.0,2.0,0,6,"河边,古风写真,约会圣地"
105,浙江大学(玉泉校区),大学校园,30.270239,120.12931,全年,19:00,21:00,0.0,1.0,2.5,0,6,其它
106,江和美海洋公园,游乐园/体育娱乐,30.274691,120.234261,全年,09:30,17:30,88.0,0.5,2.0,1,6,"江边,约会圣地"
107,北高峰,自然风光,30.251785,120.104341,全年,00:00,24:00,0.0,2.0,2.5,0,6,其它
108,七里扬帆,游乐园/体育娱乐,29.553555,119.550998,全年,10:30,13:00,120.0,2.5,3.0,0,6,"江边,古风写真"
109,武林广场,商业街区,30.276778,120.169857,全年,00:00,24:00,0.0,2.0,3.5,0,6,其它
110,秋水山庄,游乐园/体育娱乐,30.26183,120.149517,全年,09:00,21:00,0.0,1.5,3.0,1,4,"古风写真,约会圣地"
111,瑶琳国家森林公园,自然风光,29.944206,119.544047,全年,08:30,16:30,58.0,2.5,4.0,0,6,其它
112,千岛湖啤酒小镇,游乐园/体育娱乐,29.615558,119.152633,全年,00:00,24:00,0.0,0.5,2.0,0,6,其它
113,孤山,公园,30.257394,120.146286,全年,00:00,24:00,0.0,0.5,1.0,0,6,"河边,古风写真"
114,新叶古村,历史古迹,29.335389,119.342169,全年,08:00,16:30,60.0,3.0,3.5,0,6,古风写真
115,青山湖,公园,30.24369,119.779653,全年,07:30,17:00,120.0,1.0,2.5,0,6,"河边,约会圣地"
117,森泊幻想岛,游乐园/体育娱乐,30.139934,120.22866,全年,10:00,20:00,60.0,1.0,2.0,1,6,其它
118,西泠印社,人文景观,30.257083,120.146125,全年,08:30,16:30,0.0,2.0,3.0,1,6,古风写真
119,四眼井,历史古迹,30.221775,120.142278,全年,00:00,24:00,0.0,2.0,3.5,0,3,其它
120,富春桃源,自然风光,30.017497,119.641802,全年,08:30,16:30,120.0,2.0,3.5,0,6,其它
121,千岛湖豪华休闲游,游乐园/体育娱乐,29.610035,119.038293,全年,09:00,14:00,400.0,3.0,4.0,0,6,"河边,约会圣地"
122,少年儿童公园,公园,30.22298,120.139199,全年,08:30,17:00,15.0,2.0,3.0,0,6,其它
123,中国丝绸博物馆,博物馆/纪念馆,30.22889,120.158034,全年,09:00,17:00,0.0,1.5,2.0,1,6,其它
124,灵山景区,自然风光,30.126856,120.041259,全年,08:30,17:00,0.0,2.5,4.0,0,6,其它
125,千岛湖燃擎·卡丁车俱乐部,游乐园/体育娱乐,29.613739,119.152154,全年,09:00,21:00,150.0,3.0,4.0,1,6,其它
126,千岛湖天迹热气球,游乐园/体育娱乐,29.601367,119.158996,全年,06:30,10:30,298.0,1.0,2.0,0,6,其它
127,大兜路历史文化街区,商业街区,30.306422,120.151405,全年,00:00,24:00,0.0,0.5,1.0,1,6,"古风写真,约会圣地"
128,杭州运河游船,人文景观,30.279943,120.168794,全年,09:00,20:20,119.0,2.5,4.0,0,6,"河边,约会圣地"
129,富春江,自然风光,29.881637,119.79045,全年,08:00,17:00,0.0,2.0,3.0,0,6,"江边,古风写真,约会圣地"
130,黄龙洞景区,自然风光,30.270833,120.144938,全年,07:30,17:00,15.0,2.0,2.5,1,6,其它
131,千岛湖“月光之恋”光影艺术夜游,游乐园/体育娱乐,29.61076,119.039612,全年,17:00,20:00,0.0,2.0,3.0,1,6,其它
132,千岛湖明豪湖边有个乐园,游乐园/体育娱乐,29.599154,119.019424,全年,08:00,11:30,0.0,2.0,3.0,0,6,"河边,约会圣地"
133,千岛湖植物园,公园,29.597421,119.003945,全年,09:00,17:30,30.0,0.5,1.0,0,6,其它
134,风之谷,自然风光,30.151538,119.246282,全年,08:30,17:00,218.0,2.0,2.5,0,6,其它
135,严州古城景区,历史古迹,29.543767,119.498223,全年,00:00,24:00,0.0,2.5,4.0,0,6,"古风写真,约会圣地"
136,老龙井十八棵御茶园,文化旅游区,30.22806,120.118251,全年,08:30,17:00,10.0,1.5,2.0,0,6,其它
137,飞越浙江(杭州乐园旗舰店),游乐园/体育娱乐,30.168967,120.251128,全年,08:30,22:00,46.9,3.0,3.5,1,6,其它
138,玉皇山景区,自然风光,30.224883,120.161536,全年,06:30,17:00,10.0,1.0,2.0,0,6,其它
139,钱塘江大桥,人文景观,30.19961,120.145518,全年,00:00,24:00,0.0,0.5,1.0,0,6,"江边,约会圣地"
140,香积寺,历史古迹,30.304772,120.153063,全年,08:00,16:45,0.0,0.5,2.0,1,6,古风写真
141,平湖秋月,人文景观,30.258255,120.152633,全年,00:00,24:00,0.0,1.0,2.0,0,6,"河边,古风写真"
142,永福禅寺,历史古迹,30.24521,120.104502,全年,08:00,17:30,0.0,3.0,3.5,1,5,古风写真
143,白云源,自然风光,29.712636,119.730909,全年,08:00,16:00,65.0,1.5,2.0,0,4,其它
144,千岛湖啤酒博物院,博物馆/纪念馆,29.615536,119.1545,全年,09:30,17:30,79.0,1.0,2.5,1,6,其它
145,千岛湖高空跳伞,游乐园/体育娱乐,29.363467,119.191766,全年,08:30,22:30,500.0,0.5,1.0,0,6,其它
146,天目溪漂流,游乐园/体育娱乐,29.933119,119.516484,全年,08:00,16:30,59.0,2.0,3.5,0,6,"河边,约会圣地"
147,梅城古镇,历史古迹,29.54482,119.507686,全年,00:00,24:00,0.0,3.0,4.0,0,6,"古风写真,约会圣地"
148,芹川村,人文景观,29.523822,118.615115,全年,00:00,24:00,0.0,0.5,2.0,0,4,古风写真
149,杭州国家版本馆 (文润阁),博物馆/纪念馆,30.388232,120.022086,全年,09:00,16:00,0.0,2.0,3.0,1,6,其它
150,九龙溪漂流,游乐园/体育娱乐,29.733011,119.056992,全年,13:00,15:30,148.0,0.5,1.5,0,6,"河边,约会圣地"
151,杭州奥体中心体育馆,游乐园/体育娱乐,30.238966,120.239229,全年,05:00,22:00,0.0,2.0,2.5,1,6,其它
152,骑龙巷,商业街区,29.608473,119.050652,全年,00:00,24:00,0.0,0.5,1.0,1,4,其它
153,千岛湖希尔顿休闲游艇俱乐部,游乐园/体育娱乐,29.609982,119.084857,全年,08:30,14:30,0.0,1.0,2.0,0,6,"河边,约会圣地"
154,杭州曲水兰亭,人文景观,30.256908,120.24623,全年,00:00,24:00,0.0,0.5,1.5,1,6,"河边,古风写真"
155,南屏晚钟,历史古迹,30.235474,120.155615,全年,06:30,17:00,0.0,0.5,2.0,1,6,古风写真
156,龙山岛,游乐园/体育娱乐,29.611741,118.986837,全年,08:00,12:00,0.0,1.5,2.0,0,5,其它
157,千岛湖城中湖休闲游,游乐园/体育娱乐,29.606761,119.060237,全年,09:00,19:00,80.0,3.0,4.0,0,6,"河边,约会圣地"
158,乌龟潭,自然风光,30.237916,120.139669,全年,00:00,24:00,0.0,0.5,1.5,0,4,"河边,古风写真"
159,杭州龙坞茶村,文化旅游区,30.182753,120.041128,全年,00:00,24:00,0.0,0.5,1.5,0,6,其它
160,径山花海,公园,30.381437,119.869701,全年,09:00,16:30,30.0,0.5,1.5,0,6,其它
161,径山寺,历史古迹,30.386235,119.771495,全年,06:00,16:00,0.0,3.0,4.0,1,6,其它
162,石舍村,人文景观,29.646107,119.730834,全年,00:00,24:00,0.0,0.5,1.0,0,4,古风写真
163,德寿宫遗址,历史古迹,30.243864,120.180036,全年,09:30,17:00,0.0,2.0,2.5,1,5,古风写真
164,千岛湖欢乐水世界,游乐园/体育娱乐,29.604887,119.122541,全年,08:30,18:30,0.0,1.0,2.0,1,6,"河边,约会圣地"
165,十五奎巷,人文景观,30.241847,120.175106,全年,00:00,24:00,0.0,1.0,1.5,1,4,古风写真
166,岳飞墓,历史古迹,30.258563,120.14041,全年,07:30,17:30,0.0,2.0,3.5,0,6,古风写真
167,城市阳台,人文景观,30.247924,120.223261,全年,09:00,16:00,0.0,1.0,1.5,0,6,"江边,约会圣地"
168,高庄,人文景观,30.269229,120.084419,全年,08:00,17:30,0.0,0.5,1.0,0,5,其它
169,于谦祠,历史古迹,30.235974,120.13855,全年,08:30,16:30,0.0,1.0,2.0,1,4,古风写真
170,芦茨村,人文景观,29.690046,119.685213,全年,00:00,24:00,0.0,0.5,1.0,0,4,"河边,古风写真"
171,青山湖水上森林,公园,30.260862,119.771037,全年,08:00,16:30,0.0,2.0,3.0,0,6,"河边,约会圣地"
172,黄龙体育中心,游乐园/体育娱乐,30.27233,120.14002,全年,08:00,20:30,0.0,0.5,1.5,1,6,其它
173,西湖博物馆,博物馆/纪念馆,30.248032,120.164279,全年,09:00,17:00,0.0,2.0,3.5,1,6,其它
174,良渚文化村,文化旅游区,30.367199,120.02118,全年,00:00,24:00,0.0,0.5,1.0,0,6,其它
175,吴山夜市,商业街区,30.258554,120.175697,全年,18:00,23:00,0.0,2.5,3.0,0,6,其它
176,蓝湾水上乐园,游乐园/体育娱乐,29.665252,119.010191,全年,00:00,24:00,0.0,0.5,1.0,0,8,"河边,约会圣地"
177,武林门码头,人文景观,30.279947,120.168855,全年,00:00,24:00,0.0,0.5,1.0,0,6,"河边,约会圣地"
178,西溪天堂商业街,商业街区,30.272345,120.094875,全年,10:00,21:00,0.0,2.0,3.5,1,6,其它
179,琴溪香谷景区,自然风光,29.961887,119.599855,全年,08:30,16:30,50.0,2.0,3.5,0,5,其它
180,凌云天桥,游乐园/体育娱乐,29.932778,119.540856,全年,08:00,16:30,0.0,2.5,4.0,0,6,其它
181,宝石流霞,自然风光,30.266268,120.152576,全年,00:00,24:00,0.0,1.5,2.0,0,6,其它
182,富春江夜游,自然风光,29.81411,119.689777,全年,19:00,20:30,0.0,2.5,4.0,0,6,"江边,约会圣地"
183,杭州西湖风景名胜区-一公园,公园,30.256318,120.16863,全年,00:00,24:00,0.0,0.5,1.5,0,8,"河边,约会圣地"
184,中国动漫博物馆,博物馆/纪念馆,30.168023,120.212098,全年,00:00,24:00,0.0,1.0,2.0,1,6,其它
185,下姜村,红色景点,29.379069,118.731828,全年,00:00,24:00,0.0,0.5,1.0,0,4,其它
186,马岭天观,自然风光,29.572012,119.737188,全年,08:00,15:30,0.0,2.0,3.5,0,6,其它
187,梅家坞村,文化旅游区,30.208674,120.093568,全年,00:00,24:00,0.0,0.5,1.0,0,5,古风写真
188,梵高星空艺术馆(杭州旗舰店),美术馆/艺术馆,30.277043,120.170598,全年,10:00,22:00,39.9,2.0,3.0,1,6,其它
189,天目里美术馆,美术馆/纪念馆,30.271845,120.10589,全年,12:00,20:00,80.0,2.5,4.0,1,6,其它
190,东天目山景区,自然风光,30.346692,119.509864,全年,08:00,17:00,91.0,1.0,1.5,0,6,其它
191,超山风景名胜区,自然风光,30.441092,120.224263,全年,08:00,17:00,50.0,0.5,1.0,0,6,其它
192,双溪漂流景区,游乐园/体育娱乐,30.406617,119.844556,全年,08:00,16:00,110.0,2.0,3.5,0,6,"河边,约会圣地"
193,山湾湾激流探险,游乐园/体育娱乐,29.969147,119.323401,全年,13:00,15:00,0.0,3.0,3.5,0,6,其它
194,钱江新城,商业街区,30.246385,120.209025,全年,00:00,24:00,0.0,3.0,3.5,0,6,"江边,约会圣地"
195,南宋德寿宫遗址博物馆,博物馆/纪念馆,30.24388,120.18004,全年,09:30,17:00,0.0,0.5,1.0,1,6,古风写真
196,宝寿山景区,自然风光,30.223587,120.017186,全年,08:30,19:00,39.0,1.0,1.5,0,5,"河边,约会圣地"
197,西湖外事游船,游乐园/体育娱乐,30.257497,120.169237,全年,09:00,21:30,48.8,0.5,1.0,0,8,"河边,约会圣地"
198,青芝坞,人文景观,30.265392,120.126089,全年,00:00,24:00,0.0,1.0,1.5,1,4,其它
199,太湖源,自然风光,30.413225,119.56603,全年,08:00,16:30,70.0,1.0,2.0,0,6,其它
200,杭州悬空玻璃艺术馆,美术馆/艺术馆,30.259403,120.170064,全年,10:00,22:00,49.9,0.5,1.0,1,6,其它
201,杭州龙出没探险漂流,游乐园/体育娱乐,29.949554,120.14411,全年,13:00,15:00,138.0,2.5,3.0,0,6,其它
202,杭州湘湖游船,游乐园/体育娱乐,30.164961,120.241823,全年,09:00,16:30,27.0,2.0,3.5,0,6,"河边,约会圣地"
203,富春山居号游船,游乐园/体育娱乐,30.052027,119.964041,全年,14:00,15:00,68.0,3.0,3.5,0,6,"江边,约会圣地"
204,北山街历史文化街区,商业街区,30.265176,120.158801,全年,00:00,24:00,0.0,3.0,3.5,1,6,"古风写真,约会圣地"
205,茅家埠景区,人文景观,30.245932,120.132183,全年,00:00,24:00,0.0,0.5,1.0,0,4,"河边,古风写真"
206,钱塘苏小小之墓,历史古迹,30.258047,120.144813,全年,00:00,24:00,25.0,2.5,4.0,0,3,古风写真
207,中国茶叶博物馆,博物馆/纪念馆,30.238721,120.127393,全年,09:00,16:30,0.0,2.0,3.5,1,6,其它
208,钱江世纪公园,公园,30.248996,120.241992,全年,00:00,24:00,0.0,2.0,3.5,0,6,"江边,约会圣地"
209,长桥,公园,30.236087,120.160841,全年,00:00,24:00,0.0,2.0,3.0,0,5,"河边,约会圣地"
210,浙江美术馆,美术馆/艺术馆,30.236852,120.163334,全年,09:00,17:00,0.0,2.0,3.5,1,6,其它
211,中国湿地博物馆,博物馆/纪念馆,30.270195,120.09405,全年,09:00,16:30,0.0,1.5,3.0,1,6,其它
212,千岛湖龙川湾,自然风光,29.466842,118.687271,全年,08:00,16:00,0.0,2.5,4.0,0,6,"河边,约会圣地"
213,湖滨路步行街,商业街区,30.263017,120.167876,全年,00:00,24:00,0.0,1.0,2.5,0,8,"河边,约会圣地"
214,月光岛（五龙岛）,游乐园/体育娱乐,29.621293,119.015673,全年,08:00,15:00,0.0,2.0,2.5,0,6,"河边,约会圣地"
215,山沟沟景区,自然风光,30.429178,119.717282,全年,08:00,17:00,50.9,2.0,3.0,0,5,其它
216,杭州西湖风景名胜区-三天竺法镜寺,文化旅游区,30.243037,120.111571,全年,07:00,17:00,0.0,0.5,1.0,0,6,"古风写真,约会圣地"
217,雪山激流回旋漂流,游乐园/体育娱乐,29.916797,119.279551,全年,13:00,15:00,170.0,2.0,3.0,0,6,其它
218,马岭古道,历史古迹,29.686347,119.687387,全年,00:00,24:00,0.0,2.0,2.5,0,6,古风写真
219,青山殿村,自然风光,30.048152,119.36357,全年,00:00,24:00,0.0,1.0,2.0,0,4,"河边,古风写真"
220,天路飞车,游乐园/体育娱乐,29.931794,119.539527,全年,08:30,16:00,0.0,1.0,2.5,0,6,其它
221,千岛湖冰火岛ATV山地越野车俱乐部,游乐园/体育娱乐,29.572497,118.875148,全年,08:30,17:00,0.0,2.5,3.0,0,6,其它
222,辛巴达海洋乐园,游乐园/体育娱乐,30.399472,119.971602,全年,09:30,17:00,69.9,0.5,1.5,1,6,约会圣地
223,杭州西湖风景名胜区-西湖幽静公园,公园,30.244173,120.131152,全年,00:00,24:00,0.0,1.0,2.5,0,8,"河边,古风写真,约会圣地"
224,千岛湖华美胜地度假区,游乐园/体育娱乐,29.553201,118.847695,全年,09:00,18:00,0.0,3.0,3.5,0,6,"河边,约会圣地"
