,hotelId,hotelName,hotelName_EN,featureHotelType,poi_cityId,poi_cityName,poi_cityName_EN,poi_zoneName,poi_position,poi_coordinate,commentScore,commentNumber,hotelImage,positionInfo,transportInfo,miniPrice,miniPriceRoom
15,115182493,秋果酒店智选(北京朝阳高铁站东坝中路店),Qiuguo Hotel Smart Choice (Beijing Chaoyang High-speed Railway Station Dongba Middle Road),家庭房,1,北京,Beijing,朝阳区,首都机场/新国展地区 朝新嘉园东里一区5号楼,"{'type': 2, 'latitude': '39.949285', 'longitude': '116.55619'}",4.7,995,https://dimg04.c-ctrip.com/images/1mc6n12000crud6pq3586_C_400_600_R5_Q70.jpg_.webp,近万达广场(北京东坝店) · 首都机场/新国展,"[{'type': '地铁', 'info': '距青年路地铁站-B口驾车6公里,约22分钟'}]",379,舒适大床房（智能客控+手机投屏）
16,78045391,秋果酒店(北京复兴门中央音乐学院店),TRUE GO HOTEL Fuxingmen Central Conservatory of Music Store,免费停车,1,北京,Beijing,西城区,西单/金融街地区 莲花池东路丙1号,"{'type': 2, 'latitude': '39.898434', 'longitude': '116.347467'}",4.8,3268,https://dimg04.c-ctrip.com/images/1mc6x12000dmp96tw424E_C_400_600_R5_Q70.jpg_.webp,近北京西站 · 西单/金融街,"[{'type': '地铁', 'info': '距南礼士路地铁站步行1.7公里,约24分钟'}]",529,高级舒适大床房（新风系统+朗乐福床垫）
17,808834,北京亦庄智选假日酒店,Holiday Inn Express (Beijing Yizhuang),免费停车,1,北京,Beijing,大兴区,亦庄地区 经济技术开发区荣华南路10号院1号楼,"{'type': 2, 'latitude': '39.788721', 'longitude': '116.513926'}",4.8,4974,https://dimg04.c-ctrip.com/images/02273120009l6kwit389A_C_400_600_R5_Q70.jpg_.webp,近大族广场 · 亦庄,"[{'type': '地铁', 'info': '距荣京东街地铁站-B1口步行670米,约10分钟'}]",617,高级双床房
18,1554474,桔子水晶北京南站木樨园酒店,Crystal  Orange Beijing South Railway Station Muxiyuan Hotel,免费停车,1,北京,Beijing,丰台区,永定门/南站/大红门/南苑地区 永外东罗园九号楼,"{'type': 2, 'latitude': '39.855894', 'longitude': '116.406984'}",4.8,3983,https://dimg04.c-ctrip.com/images/200q1h000001hs9da7362_C_400_600_R5_Q70.jpg_.webp,近木樨园地铁站 · 永定门/南站/大红门/南苑,"[{'type': '地铁', 'info': '距海户屯地铁站步行1.2公里,约18分钟'}]",517,观景高级大床房(记忆枕+小冰箱+智能客控)
19,94221555,北京三里屯国安亚朵S酒店,Beijing Sanlitun Guo'an Atour S Hotel,免费停车,1,北京,Beijing,朝阳区,国贸地区 呼家楼街道关东店北街1号,"{'type': 2, 'latitude': '39.922442', 'longitude': '116.453113'}",4.8,3060,https://dimg04.c-ctrip.com/images/0200u120009ocr84xB1CA_C_400_600_R5_Q70.jpg_.webp,近三里屯 · 国贸CBD,"[{'type': '地铁', 'info': '距东大桥地铁站-D1口步行<100米,约1分钟'}]",702,高级大床房（小冰箱＋手机投屏）
20,114306908,朗丽兹酒店(稻香湖路地铁站中关村环保园店),Lang Liz Hotel (Daoxianghu Road Subway Station Zhongguancun Environmental Protection Park),停车场,1,北京,Beijing,海淀区,香山/八大处风景区 环保园三号路万科翠湖国际南五号楼,"{'type': 2, 'latitude': '40.06545', 'longitude': '116.179739'}",4.9,214,https://dimg04.c-ctrip.com/images/1mc5i12000crvpealC2E5_C_400_600_R5_Q70.jpg_.webp,近稻香湖路地铁站 · 香山/八大处,"[{'type': '地铁', 'info': '距稻香湖路地铁站-D2口步行1公里,约15分钟'}]",522,特惠双床房（智能客控+自动窗帘）
21,1725911,桔子水晶北京安贞酒店,Crystal Orange Beijing Anzhen Hotel,免费停车,1,北京,Beijing,朝阳区,马甸/安贞地区 小黄庄北街2号2幢,"{'type': 2, 'latitude': '39.968572', 'longitude': '116.412118'}",4.9,3703,https://dimg04.c-ctrip.com/images/0205s120008bewqtpC29F_C_400_600_R5_Q70.jpg_.webp,近环球贸易中心 · 马甸/安贞,"[{'type': '地铁', 'info': '距和平西桥地铁站步行590米,约9分钟'}]",643,高级大床房
22,28642855,秋果S酒店·1924(北京五棵松解放军301总医院店),Qiuguo S Hotel·1924 (Beijing Wukesong PLA 301 General Hospital),免费停车,1,北京,Beijing,海淀区,公主坟/五棵松/石景山游乐园地区 复兴路32号院二区37号楼,"{'type': 2, 'latitude': '39.905825', 'longitude': '116.270873'}",4.8,4009,https://dimg04.c-ctrip.com/images/1mc4112000ekrjmk92071_C_400_600_R5_Q70.jpg_.webp,近五棵松地铁站 · 公主坟/五棵松/石景山游乐园,"[{'type': '地铁', 'info': '距五棵松地铁站-D1口步行370米,约6分钟'}]",499,青春大床房
23,83322032,北京朝阳路大悦城亚朵酒店,"Atour Hotel (Joy City, Chaoyang Road, Beijing)",免费停车,1,北京,Beijing,朝阳区,国贸地区 甘露园57号,"{'type': 2, 'latitude': '39.919076', 'longitude': '116.513535'}",4.8,2400,https://dimg04.c-ctrip.com/images/02063120009p7hgwuD699_C_400_600_R5_Q70.jpg_.webp,近朝阳大悦城 · 国贸CBD,"[{'type': '地铁', 'info': '距青年路地铁站步行990米,约15分钟'}]",658,高级大床房（手机投屏+裸棉床品+亚朵记忆枕）
24,99301128,秋果酒店(北京学清路农业大学店),TRUE GO Hotel (Beijing Xueqing Road Agricultural University Branch),管家服务,1,北京,Beijing,海淀区,中关村/五道口 学清路23号1号院1号楼,"{'type': 2, 'latitude': '40.010721', 'longitude': '116.351104'}",4.8,5011,https://dimg04.c-ctrip.com/images/0200g120009xr7zniDD26_C_400_600_R5_Q70.jpg_.webp,近中国农业大学(东校区) · 中关村/五道口,"[{'type': '地铁', 'info': '距学知园地铁站-D口步行480米,约7分钟'}]",528,舒适大床房（竹石造景+智能投屏+新风系统）
25,1577568,北京西站南广场亚朵酒店,Atour Hotel (Beijing West Railway Station South Square),免费停车,1,北京,Beijing,丰台区,北京西站/丽泽商务区 广安路9号国投广场7号楼,"{'type': 2, 'latitude': '39.891613', 'longitude': '116.322925'}",4.7,2539,https://dimg04.c-ctrip.com/images/200l12000000sq7725C93_C_400_600_R5_Q70.jpg_.webp,近国投财富广场 · 北京西站/丽泽商务区,"[{'type': '地铁', 'info': '距湾子地铁站步行530米,约8分钟'}]",666,高级大床房
26,76415648,桔子水晶北京天坛酒店,Crystal  Orange Beijing Temple of Heaven Hotel,管家服务,1,北京,Beijing,东城区,永定门/南站/大红门/南苑地区 安乐林路10号13幢,"{'type': 2, 'latitude': '39.863727', 'longitude': '116.413599'}",4.8,3660,https://dimg04.c-ctrip.com/images/0202d120008pfr6il91BA_C_400_600_R5_Q70.jpg_.webp,近天坛 · 永定门/南站/大红门/南苑,"[{'type': '地铁', 'info': '距景泰地铁站-B口步行390米,约6分钟'}]",563,大床房-智能客控
27,374787,北京新侨饭店,Beijing Xinqiao Hotel,机器人服务,1,北京,Beijing,东城区,天安门/王府井地区 崇文门西大街1号,"{'type': 2, 'latitude': '39.901688', 'longitude': '116.416884'}",4.5,6552,https://dimg04.c-ctrip.com/images/0200y120009lnkjx155A0_C_400_600_R5_Q70.jpg_.webp,近天安门广场 · 天安门/王府井,"[{'type': '地铁', 'info': '距崇文门地铁站步行<100米,约1分钟'}]",580,旅行经济间(无窗)
28,72922538,秋果酒店(北京三里屯工体店),Qiuguo Hotel (Beijing Sanlitun Gongti Branch),机器人服务,1,北京,Beijing,朝阳区,三里屯/工体/东直门地区 工人体育场北路4号68号楼,"{'type': 2, 'latitude': '39.930665', 'longitude': '116.456526'}",4.7,3651,https://dimg04.c-ctrip.com/images/0202j120008ij7pkv9A5C_C_400_600_R5_Q70.jpg_.webp,近团结湖地铁站 · 三里屯/工体/东直门,"[{'type': '地铁', 'info': '距团结湖地铁站步行780米,约11分钟'}]",499,雅致优选大床房（全屋智能+深睡记忆枕+朗乐福床垫）
30,996471,北京丰大国际大酒店,Fengda International Hotel,泳池,1,北京,Beijing,大兴区,亦庄地区 经济技术开发区荣华中路20号,"{'type': 2, 'latitude': '39.795921', 'longitude': '116.508729'}",4.7,1738,https://dimg04.c-ctrip.com/images/20041e000001fj1enBCAC_C_400_600_R5_Q70.jpg_.webp,近大族广场 · 亦庄,"[{'type': '地铁', 'info': '距荣京东街地铁站-A1口步行790米,约12分钟'}]",568,豪华大床间
31,85788600,北京朝阳北路长楹天街亚朵酒店,"Atour Hotel, Changyingtian Street, Chaoyang North Road, Beijing",免费停车,1,北京,Beijing,朝阳区,传媒大学/管庄地区 管庄路150号院2号楼,"{'type': 2, 'latitude': '39.921525', 'longitude': '116.590835'}",4.9,2744,https://dimg04.c-ctrip.com/images/02007120009a73xew17DB_C_400_600_R5_Q70.jpg_.webp,近常营地铁站 · 传媒大学/管庄,"[{'type': '地铁', 'info': '距常营地铁站-F口步行1.1公里,约17分钟'}]",605,雅致大床房（智能客控+小冰箱+65寸可投屏电视）
32,457215,宝欐酒店(北京协和医院东单院区店),Bolly Wood Hotel,管家服务,1,北京,Beijing,东城区,天安门/王府井地区 东四南大街189号,"{'type': 2, 'latitude': '39.916376', 'longitude': '116.417544'}",4.7,2928,https://dimg04.c-ctrip.com/images/0206x120009e40ka8B5F7_C_400_600_R5_Q70.jpg_.webp,近北京协和医院(东单院区) · 天安门/王府井,"[{'type': '地铁', 'info': '距灯市口地铁站步行140米,约2分钟'}]",682,静双床房（智能镜+可投屏+深睡眠）
33,60976659,北京亦庄新城马驹桥亚朵酒店,"Atour Hotel (Majuqiao, Yizhuang Xincheng)",免费停车,1,北京,Beijing,通州区,亦庄地区 马驹桥镇景盛南二街12号11号楼,"{'type': 2, 'latitude': '39.733535', 'longitude': '116.545619'}",4.9,2501,https://dimg04.c-ctrip.com/images/0203d120008v7e1eeF934_C_400_600_R5_Q70.jpg_.webp,近张村客运站 · 亦庄,"[{'type': '地铁', 'info': '距融兴街地铁站驾车4.1公里,约8分钟'}]",544,雅致大床房（电视投屏、小冰箱 ）
35,28642364,北京天安门广场CitiGO欢阁酒店,CitiGO Hotel Beijing Tian'anmen Square,拍照出片,1,北京,Beijing,东城区,前门/天坛公园/崇文门 前门大街112号,"{'type': 2, 'latitude': '39.892335', 'longitude': '116.398476'}",4.7,3330,https://dimg04.c-ctrip.com/images/2007190000016ayze4947_C_400_600_R5_Q70.jpg_.webp,近天安门广场 · 前门/天坛公园/崇文门,"[{'type': '地铁', 'info': '距珠市口地铁站步行220米,约3分钟'}]",581,欢享大床房
36,11305146,北京花乡天坛医院亚朵酒店,Atour Hotel Beiijng Huaxiang New Temple of Heaven,免费停车,1,北京,Beijing,丰台区,总部基地/丰台体育中心/南宫地区 花乡樊家村辛庄88号院,"{'type': 2, 'latitude': '39.835921', 'longitude': '116.320016'}",4.8,3535,https://dimg04.c-ctrip.com/images/0206h1200001llojwD130_C_400_600_R5_Q70.jpg_.webp,近首都经济贸易大学 · 总部基地/丰台/南宫,"[{'type': '地铁', 'info': '距花乡东桥地铁站步行760米,约11分钟'}]",544,高级双床房（智能电视+深睡记忆枕）
37,5754064,北京燕莎三元桥亚朵酒店,Atour Hotel (Beijing Yansha Sanyuanqiao),洗衣房,1,北京,Beijing,朝阳区,燕莎/朝阳公园商业区 东三环北路甲2号京信大厦,"{'type': 2, 'latitude': '39.95433', 'longitude': '116.461666'}",4.7,2754,https://dimg04.c-ctrip.com/images/0203l1200082i39ylCC38_C_400_600_R5_Q70.jpg_.webp,近亮马桥地铁站 · 燕莎/朝阳公园,"[{'type': '地铁', 'info': '距亮马桥地铁站步行650米,约10分钟'}]",693,高级大床房（可投屏）
38,7690955,北京总部基地亚朵酒店,Artour Hotel,机器人服务,1,北京,Beijing,丰台区,总部基地/丰台体育中心/南宫地区 南四环西路188号总部基地二区12号楼,"{'type': 2, 'latitude': '39.826003', 'longitude': '116.287827'}",4.9,2636,https://dimg04.c-ctrip.com/images/1mc6y12000bomr01aCF1B_C_400_600_R5_Q70.jpg_.webp,近丰台科技园地铁站 · 总部基地/丰台/南宫,"[{'type': '地铁', 'info': '距丰台科技园地铁站-A口步行1.2公里,约17分钟'}]",614,高级大床房
40,76489743,桔子水晶北京丽泽商务区天坛医院酒店,Crystal Orange Beijing Lize Business District Tiantan Hospital Hotel,免费停车,1,北京,Beijing,丰台区,总部基地/丰台体育中心/南宫地区 纪家庙188号B座,"{'type': 2, 'latitude': '39.842202', 'longitude': '116.327483'}",4.9,2359,https://dimg04.c-ctrip.com/images/02059120008s6s49s2744_C_400_600_R5_Q70.jpg_.webp,近纪家庙地铁站 · 总部基地/丰台/南宫,"[{'type': '地铁', 'info': '距纪家庙地铁站-A口步行810米,约12分钟'}]",542,大床房(小冰箱+65寸投屏电视+宽敞会客)
41,33587215,北京银保建国酒店,Yinbao Jianguo Hotel,泳池,1,北京,Beijing,石景山区,香山/八大处风景区 金府路32号院1号楼,"{'type': 2, 'latitude': '39.943367', 'longitude': '116.184595'}",4.8,1011,https://dimg04.c-ctrip.com/images/02027120009o0ncx639F0_C_400_600_R5_Q70.jpg_.webp,近八大处公园 · 香山/八大处,"[{'type': '地铁', 'info': '距杨庄地铁站-B口驾车2.5公里,约9分钟'}]",590,高级双床房
42,68529781,北京后海鼓楼四合院漫心府,Beijing Houhai Gulou courtyard MANXIN Hotel,智能客控,1,北京,Beijing,西城区,后海/南锣鼓巷地区 旧鼓楼大街西绦胡同2号,"{'type': 2, 'latitude': '39.947828', 'longitude': '116.392893'}",4.8,2867,https://dimg04.c-ctrip.com/images/0202x1200089ji80cAA6F_C_400_600_R5_Q70.jpg_.webp,近鼓楼大街地铁站 · 后海/南锣鼓巷,"[{'type': '地铁', 'info': '距鼓楼大街地铁站步行110米,约2分钟'}]",815,心悦高级大床房
43,375079,北京临空皇冠假日酒店,Crowne Plaza Beijing International Airport,泳池,1,北京,Beijing,顺义区,首都机场/新国展地区 首都机场天竺地区府前一街60号,"{'type': 2, 'latitude': '40.063836', 'longitude': '116.556456'}",4.7,2481,https://dimg04.c-ctrip.com/images/1mc5c12000ace82wa8BDB_C_400_600_R5_Q70.jpg_.webp,近中国国际展览中心(顺义馆) · 首都机场/新国展,"[{'type': '地铁', 'info': '距国展地铁站-C口步行940米,约14分钟'}]",557,高级房
45,821303,北京福庭酒店,Livefortuna Hotel,免费停车,1,北京,Beijing,朝阳区,三里屯/工体/东直门地区 雅宝路街甲5号,"{'type': 2, 'latitude': '39.916277', 'longitude': '116.438176'}",4.8,3329,https://dimg04.c-ctrip.com/images/02002120009zj7ca3EE7F_C_400_600_R5_Q70.jpg_.webp,近日坛公园 · 三里屯/工体/东直门,"[{'type': '地铁', 'info': '距建国门地铁站步行1.2公里,约17分钟'}]",655,舒适房
46,115694352,北京南站右安门桥亚朵酒店,Atour Hotel Youanmenqiao Beijing South Railway Station,家庭房,1,北京,Beijing,丰台区,永定门/南站/大红门/南苑地区 东滨河路10号,"{'type': 2, 'latitude': '39.869178', 'longitude': '116.367299'}",4.9,1853,https://dimg04.c-ctrip.com/images/0205m12000ctnsbl408D8_C_400_600_R5_Q70.jpg_.webp,近北京南站 · 永定门/南站/大红门/南苑,"[{'type': '地铁', 'info': '距景风门地铁站步行920米,约14分钟'}]",702,高级大床房（智能客控+65寸投屏电视+新风系统）
47,1085773,北京东方茂酒店(簋街北新桥地铁站店),Beijing Oriental Mao Hotel (Gujie Beixinqiao Subway Station),管家服务,1,北京,Beijing,东城区,三里屯/工体/东直门地区 交道口东大街101号,"{'type': 2, 'latitude': '39.941345', 'longitude': '116.411923'}",4.6,1016,https://dimg04.c-ctrip.com/images/1mc2q12000b75eo3kB51A_C_400_600_R5_Q70.jpg_.webp,近南锣鼓巷 · 三里屯/工体/东直门,"[{'type': '地铁', 'info': '距北新桥地铁站-D口步行460米,约7分钟'}]",727,高级大床房
48,55190289,秋果酒店(北京望京科技园店),True Go Hotel (Beijing Wangjing Science Park store),免费停车,1,北京,Beijing,朝阳区,望京/酒仙桥/798地区 望京花园214号楼,"{'type': 2, 'latitude': '40.008296', 'longitude': '116.477856'}",4.9,2155,https://dimg04.c-ctrip.com/images/0206b120007xsisqr9828_C_400_600_R5_Q70.jpg_.webp,近望京SOHO · 望京/酒仙桥/798,"[{'type': '地铁', 'info': '距望京东地铁站-D口步行1公里,约15分钟'}]",679,新氧无霾大床房（Geenwear新风系统+深睡记忆枕）
49,1216806,北京北辰汇园酒店公寓(贵宾楼),North Star Huiyuan Apartment Hotel (VIP building),酒店公寓,1,北京,Beijing,朝阳区,"亚运村/奥体中心地区 北四环中路8号D座, E座","{'type': 2, 'latitude': '39.992771', 'longitude': '116.406112'}",4.5,1169,https://dimg04.c-ctrip.com/images/200g1a00000195ai1A45F_C_400_600_R5_Q70.jpg_.webp,近鸟巢(国家体育场) · 亚运村/奥体中心,"[{'type': '地铁', 'info': '距安立路地铁站步行1.2公里,约18分钟'}]",590,高级大床间
50,39433440,北京CBD国贸桥亚朵X酒店,Beijing CBD Guomao Bridge Yaduo X Hotel,免费停车,1,北京,Beijing,朝阳区,国贸地区 通惠河北路31号2号楼,"{'type': 2, 'latitude': '39.905022', 'longitude': '116.466549'}",4.8,2916,https://dimg04.c-ctrip.com/images/1mc3f12000d3l69w2C478_C_400_600_R5_Q70.jpg_.webp,近国贸地铁站 · 国贸CBD,"[{'type': '地铁', 'info': '距国贸地铁站步行870米,约13分钟'}]",702,雅致大床房「投影仪+智能马桶」
51,82519385,建国铂萃酒店(北京环球度假区店),Jianguo baicui Hotel (Beijing Universal resort),免费停车,1,北京,Beijing,通州区,环球影城度假区及周边 荟萃南路群芳二园东区69号楼,"{'type': 2, 'latitude': '39.864021', 'longitude': '116.666418'}",4.8,5068,https://dimg04.c-ctrip.com/images/0202t12000959asfcE91B_C_400_600_R5_Q70.jpg_.webp,近群芳地铁站 · 环球影城及周边,"[{'type': '地铁', 'info': '距群芳地铁站-A口步行590米,约9分钟'}]",483,萃逸大床房（全屋智能小度＋景观）
52,81388812,THE HUMBLE 厚居酒店(北京国家会议中心鸟巢店),The Humble Hotel,免费停车,1,北京,Beijing,朝阳区,亚运村/奥体中心地区 安慧北里安园8号楼,"{'type': 2, 'latitude': '39.999064', 'longitude': '116.411535'}",4.7,3267,https://dimg04.c-ctrip.com/images/1mc0n12000aqshasq2CF3_C_400_600_R5_Q70.jpg_.webp,近鸟巢(国家体育场) · 亚运村/奥体中心,"[{'type': '地铁', 'info': '距安立路地铁站步行740米,约11分钟'}]",514,静谧时光·精致影院房（超大投屏+零压床垫）
54,80851223,北京国贸CBD亚朵S酒店xFunsCenter,Beijing International Trade CBD Yaduo s Hotel xfunscenter,机器人服务,1,北京,Beijing,朝阳区,国贸地区 西大望路甲2号,"{'type': 2, 'latitude': '39.915287', 'longitude': '116.478263'}",4.6,2330,https://dimg04.c-ctrip.com/images/0204m120009ysh5j8E316_C_400_600_R5_Q70.jpg_.webp,近大望路地铁站 · 国贸CBD,"[{'type': '地铁', 'info': '距大望路地铁站步行710米,约11分钟'}]",588,雅致双床房（小冰箱+可投屏电视）
55,76380234,北京安贞地坛亚朵酒店,Atour Hotel Beijing Anzhenditan,管家服务,1,北京,Beijing,朝阳区,马甸/安贞地区 安外大街甘水桥甲一号,"{'type': 2, 'latitude': '39.964259', 'longitude': '116.40721'}",4.8,2377,https://dimg04.c-ctrip.com/images/0202o120008q0bmhlB485_C_400_600_R5_Q70.jpg_.webp,近环球贸易中心 · 马甸/安贞,"[{'type': '地铁', 'info': '距和平西桥地铁站步行1.5公里,约22分钟'}]",702,高级大床房（小冰箱）
56,2272090,北京朝阳公园亚朵酒店,Atour Hotel (Beijing Chaoyang Park),免费停车,1,北京,Beijing,朝阳区,国贸地区 朝阳北路八里庄北里87号,"{'type': 2, 'latitude': '39.921441', 'longitude': '116.494674'}",4.8,2693,https://dimg04.c-ctrip.com/images/200s180000015d5vv6095_C_400_600_R5_Q70.jpg_.webp,近大悦城 · 国贸CBD,"[{'type': '地铁', 'info': '距十里堡地铁站-D口步行770米,约11分钟'}]",746,雅致大床房（手机投屏）
