name,id,cuisine,address,rating,price,recommendedfood,opentime,latitude,longitude,phone,city
杭州友好饭店,B0FFKQ4M9D,餐饮服务;餐饮相关场所;餐饮相关,平海路53号杭州友好饭店,4.5,200.00,"海鲜,平海53餐厅“煲仔饭”,千霸餐厅“寿喜锅”,三丼屋餐厅“蛋包饭”,甜品,友好饭店,煲仔饭,自助餐,三文鱼,寿喜锅,点心,蛋包饭",周一至周日 06:30-22:30,30.253927,120.166404,0571-87077888,杭州
敏华冰厅(杭州湖滨银泰in77C2区店),B0GRT5FWBW,餐饮服务;餐饮相关场所;餐饮相关,延安路258号杭州湖滨银泰in77C2区B1层,4.5,71.00,菠萝包,周一至周日 10:00-22:00,30.252322,120.164562,0571-87028509;17398007155,杭州
新丰小吃(庆春路分店),B0FFH0EBLM,餐饮服务;中餐厅;中餐厅,庆春路209号天阳明珠商业中心1-2层,4.5,15.00,"虾肉小笼,牛肉粉丝,虾肉馄饨,大包,鸭血汤,小笼包,肉包,甜甜圈,菜包,小笼,赤豆汤,鸡粒包,糖糕,鸭血豆腐,麻球",周一至周日 05:00-20:30,30.258091,120.164389,0571-87760810,杭州
别饮居餐厅,B023B05SOO,餐饮服务;中餐厅;浙江菜|餐饮服务;冷饮店;冷饮店,邮电路46-1号(龙翔桥地铁站出入口步行490米),4.4,50.00,"酸辣土豆丝,咸蛋黄焗南瓜,三鲜烩鱼圆,香干肉丝,杭式炒猪肝,咸肉冬瓜汤,酱带鱼,杭三鲜,四季豆,酱门腔,美味酱萝卜,倒笃菜尖椒目鱼丝,萝卜丝炒虾皮,山药炒木耳,番茄蛋汤,别饮居鱼头,鱼香肉丝,糯米酱鸭荷叶鲜,小炒土香肠,红烧肉,黄豆猪皮冻,西兰花炒野菌,羊肉萝卜煲,海苔炒年糕,招牌酱鸭舌,家乡白切鸡,榨菜肉丝蛋汤,独创拍黄瓜,三鲜鱼圆,西湖莼菜汤,四季开胃羹,八珍鱼头,招牌酱拼盘,肉末水蒸蛋,干锅包心菜,松花豆腐,酱肉（熟）,土香肠蒸蛋,生菜,西湖醋鱼,剁椒鱼头,牛蛙遇见鸡爪,酱爆茄子,咸肉炒娃娃菜,土豆,牛腩萝卜煲,小炒牛肉,糖醋里脊,酱肉,鳝鱼,臭豆腐,东坡肉,手冲咖啡,响油鳝丝,酱鸭","周一至周日 10:30-13:00,17:00-21:00",30.251863,120.167318,18957115995,杭州
一路吃·湖景餐厅·寻味西湖,B0K23U0Y7W,餐饮服务;中餐厅;中餐厅,南山路185号(大华饭店北侧),4.8,,"龙井虾仁,西湖醋鱼,鸭肉,东坡肉",周一至周日 10:00-24:00,30.249628,120.160452,17767082602,杭州
上阳台·西湖文化餐厅(杭州解百B座店),B0FFFO39YD,餐饮服务;中餐厅;中餐厅,解放路251号解百B座7层,4.8,290.00,"龙腾四海,绿豆面烩辽参,十年花雕鹅肝,温州鱼丸汤,风味龙虾饼,鲍罗万象,双味老虎斑,龙井手剥虾仁,开卷有益,鸡汁温州鱼干,黑椒香煎雪花牛肉粒,牛肉,鲍鱼,乌米饭,下午茶","周一至周日 10:00-13:00,16:00-21:00",30.249424,120.164623,15857110101;18857178100,杭州
平海53茶餐厅,B023B15CJT,餐饮服务;快餐厅;茶餐厅,平海路53号友好饭店1楼,4.5,70.00,"广式虾饺皇,龙虾汤泡饭,张记煲仔饭,飘香榴莲酥,咖喱海鲜烩,烧味双拼,百合酱凤爪,菠萝油,石锅豆腐鱼,原味奶茶,港式云吞面,醉虾,干炒牛河,鱼香肉碎茄子煲,XO酱海皇粉丝煲,牛肉,艇仔粥,虾饺,虾仁,排骨,叉烧","周一至周日 11:00-14:00,17:00-21:00",30.25356,120.166807,0571-89907553,杭州
伍子面馆(浣纱路店),B0FFK4VI4X,餐饮服务;快餐厅;快餐厅,吴山商圈浣纱路116号(定安路地铁站B口步行470米),4.5,46.00,"猪肝,腰花,虾仁,拌川,茄汁,浇头,鸡腿","周一至周日 08:00-14:30,16:30-20:30",30.249865,120.166558,18334375200,杭州
无印良品咖啡餐厅(工联CC店),B0FFKATQY3,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;餐饮相关场所;餐饮相关,延安路292号工联CC L1层(龙翔桥地铁站D口旁),4.4,16.00,"鱼鲜,章鱼小丸子",周一至周日 10:00-21:30,30.254275,120.164475,0571-87031838,杭州
吴记餐厅·杭帮菜·私房菜(西湖湖滨店),B0FFFAC4XP,餐饮服务;中餐厅;浙江菜|餐饮服务;中餐厅;特色/地方风味餐厅,湖滨街道学士路77号,4.7,98.00,"菠萝油条虾,海鲜炒粉丝,花雕醉鸡,东坡肉,功夫麻球,醉沼虾,芝士锔南瓜,石锅臭豆腐,牛腩牛筋煲,西湖醋鱼,唐错排骨,卤肉酱油炒饭,油淋鲈鱼,番茄鸡蛋盅,手撕猪脸,松板肉,香酥鸭,私房菜,虾仁,龙井虾仁,小炒黄牛肉",周一至周日 10:00-22:30,30.255575,120.161891,0571-87379578,杭州
清真.迪拜杭州新疆餐厅(湖滨步行街店),B0FFKX4D59,餐饮服务;中餐厅;清真菜馆,湖滨路52号国贸中心右转,4.3,36.00,"水果沙拉,羊肉串,羊肉,大盘鸡,小龙虾,奶啤,烤包子,油塔子",周一至周日 10:00-02:00,30.257461,120.159442,15120535853;18793022826,杭州
