name,id,featurehoteltype,address,rating,cost,tag,latitude,longitude,phone,photos,city
杭州万和商务酒店,B0FFG59WW7,住宿服务;宾馆酒店;宾馆酒店,皓月路176号,,,,30.233186,120.256412,,"['http://store.is.autonavi.com/showpic/af4807c792b2233e6108ae45cb8ab851', 'http://store.is.autonavi.com/showpic/930a3573990cbc73d4956f5f7f2d5e89', 'http://store.is.autonavi.com/showpic/68ff74d12d624227af588308adc548c8']",杭州
7天连锁酒店(杭州城站火车站店),B023B0BEO7,住宿服务;宾馆酒店;经济型连锁酒店,江城路744号(江城路地铁站A口步行130米),,,,30.240061,120.179703,,"['http://store.is.autonavi.com/showpic/d4073cd50a78def521709b42e469a85d', 'http://store.is.autonavi.com/showpic/1c54b08fd2ad9c1db8bd716351bc9444', 'http://store.is.autonavi.com/showpic/d3a64d498b9ad47c88f9846c0056c2cb']",杭州
布丁酒店(拱宸桥东地铁站杭州师范大学附属医院店),B0FFGUEC5X,住宿服务;宾馆酒店;经济型连锁酒店,拱宸桥普金家园11-8号,,,,30.320544,120.143684,,"['http://store.is.autonavi.com/showpic/4bd0daf88783570e0d27cfcc1403d6b1', 'http://store.is.autonavi.com/showpic/6965e464f0058fc7cad51e292f588ea8', 'http://store.is.autonavi.com/showpic/cd9b8c8098d4cad281c2f49f31f1f7ac']",杭州
杭崇精品酒店(杭州火车东站西广场店),B0FFGCYKVG,住宿服务;宾馆酒店;宾馆酒店,新风路与环站北路交汇处明桂北苑9幢底商5号,,,,30.295028,120.203491,,"['http://store.is.autonavi.com/showpic/981d4325d3da58a8a450a34acc11f7a1', 'http://store.is.autonavi.com/showpic/b68ea997bc0b3416263294998050788d', 'http://store.is.autonavi.com/showpic/db2ca4a21ec9576d9672049a93dcc2ae']",杭州
景澜精品酒店(杭州转塘美院象山地铁站店),B0FFGBC8AG,住宿服务;宾馆酒店;宾馆酒店,转塘路364号象山艺术园区1幢1单元8-9层,,,,30.148863,120.07909,,"['http://store.is.autonavi.com/showpic/a2bce4350de1768ce04b941883dc9fa8', 'http://store.is.autonavi.com/showpic/ee375d11bb88886fef04a5f9ea0e5c15', 'http://store.is.autonavi.com/showpic/7f1f8d980882b11769cdda2964f9107a']",杭州
布丁酒店(杭州武林广场地铁站店),B0FFFV5R0Q,住宿服务;宾馆酒店;经济型连锁酒店,湖墅南路4号联谊楼6-7层,,,,30.273642,120.15712,,"['http://store.is.autonavi.com/showpic/2bc109ba847cb8ffd893e0ac5a8f28b2', 'http://store.is.autonavi.com/showpic/e536d492df5a47d0d0733a53eba64da6', 'http://store.is.autonavi.com/showpic/c10cfd948d41e4986def9544ad48aed7']",杭州
锦江之星(萧山国际机场店),B023B18R7X,住宿服务;宾馆酒店;经济型连锁酒店,红山大道55号,,,,30.232215,120.399536,,"['http://store.is.autonavi.com/showpic/dc478078b11ea3fd559800e693749308', 'http://store.is.autonavi.com/showpic/a78ebf575a8d86336dc810e1ae60568c', 'http://store.is.autonavi.com/showpic/221fea545f50a0e47e2f7a6dac695257']",杭州
维也纳酒店(萧山机场店),B0FFHP9EQL,住宿服务;宾馆酒店;四星级宾馆,红山大道177号,,,,30.232039,120.397719,,"['http://store.is.autonavi.com/showpic/5c7ee93cf646dc617601e8c231d59486', 'http://store.is.autonavi.com/showpic/01802edc3db8a8b25efc70316351a8aa', 'http://store.is.autonavi.com/showpic/6e015f31013afc7d44d20e91eaf3652a']",杭州
布丁严选酒店(杭州西湖建国北路地铁站店),B023B09QGT,住宿服务;宾馆酒店;经济型连锁酒店,凤起路66号(建国北路地铁站B口步行110米),,,,30.265451,120.18223,,"['http://store.is.autonavi.com/showpic/94c3bb11d6020edc6f5d75808a3040ae', 'http://store.is.autonavi.com/showpic/bf7a8ab224acebd6994146b64e949a1f', 'http://store.is.autonavi.com/showpic/aee232dc21c83ae0efbf0215e3d469a0']",杭州
杭州帅旺快捷宾馆(城北万象城杭行路地铁站店),B0FFG8NCGL,住宿服务;宾馆酒店;宾馆酒店,好运街241-243号,,,,30.348798,120.118208,,"['http://store.is.autonavi.com/showpic/0905b75e6c99fb9063c115c61148a2fc', 'http://store.is.autonavi.com/showpic/4e31b97cfd40b3f05d5a890ec016c20f', 'http://store.is.autonavi.com/showpic/6e52c1c7cb9a0d5ae87f7c2ad7f01228']",杭州
悦胜酒店(杭州西湖大道店),B0FFG7DS4Q,住宿服务;宾馆酒店;宾馆酒店,佑圣观路145号,,,,30.244346,120.175238,,"['http://store.is.autonavi.com/showpic/ccaf98e3ed847e2b74525d2c6e9ae668', 'http://store.is.autonavi.com/showpic/0035ccd35b40694e8321acfbf133b6f2', 'http://store.is.autonavi.com/showpic/32649059e6d9665d453ffed8e2bfebe6']",杭州
杭州罗拉酒店(下沙传媒学院店),B023B14LQL,住宿服务;宾馆酒店;宾馆酒店,下沙学源街1156号高沙文盛公寓2栋4层,,,,30.318963,120.337031,,"['http://store.is.autonavi.com/showpic/9c18d277c5e920b01d3e246df92bb0de', 'http://store.is.autonavi.com/showpic/1c1fa55fb4bb0f1451b27359cce43fde', 'http://store.is.autonavi.com/showpic/4b5f1ce063d1210d1c186fc8ab17770e']",杭州
如家酒店(杭州临安钱王街万华广场店),B023B14TTK,住宿服务;宾馆酒店;宾馆酒店,锦天路1571号,,,,30.221649,119.698713,,"['http://store.is.autonavi.com/showpic/402f4e9467a4cd9fe7a68f3efd5cb8ec', 'http://store.is.autonavi.com/showpic/fc8cc46454fc5b87ad73dc330061d5b5', 'http://store.is.autonavi.com/showpic/ecfc1c8570424150581266cb3be3073b']",杭州
如家商旅酒店(杭州火车东站新店),B023B1D2XW,住宿服务;宾馆酒店;经济型连锁酒店,天城路107号,,,,30.286837,120.2031,,"['http://store.is.autonavi.com/showpic/a07fbbde1ded771244ab9592cffc2dd4', 'http://store.is.autonavi.com/showpic/b40eb8f3fc9adfe3d05a5729a557198c', 'http://store.is.autonavi.com/showpic/1d01ea4a2194396a598542740865de44']",杭州
7天连锁酒店(杭州临平银泰店),B023B14VOR,住宿服务;宾馆酒店;经济型连锁酒店,临平北大街101号华轻大楼6-7层,,,,30.422414,120.302819,,"['http://store.is.autonavi.com/showpic/2144ee8f8ef8fecd988d73ca6cc9c38f', 'http://store.is.autonavi.com/showpic/a88277aba9e4c3dd5684009c8fc58760', 'http://store.is.autonavi.com/showpic/141324741a05e7276329d707c3025b1d']",杭州
唐庭酒店(杭州火车东站西广场店),B0FFGFRBQ9,住宿服务;宾馆酒店;宾馆酒店,新风路与麦庙街交口明桂南苑1幢4号(火车东站西出口),,,,30.292067,120.204074,,"['http://store.is.autonavi.com/showpic/c2c913917ad2b51d6a46a25060bd5568', 'http://store.is.autonavi.com/showpic/fbc7e0be438675d0590017f5af7bbeb4', 'http://store.is.autonavi.com/showpic/c497643ddc685275edbce589e6e4de03']",杭州
布丁严选酒店(西湖文化广场地铁站店),B023B09YT6,住宿服务;宾馆酒店;经济型连锁酒店,河东路85号(近文晖路口朝晖三区、紧靠农业银行),,,,30.283129,120.163198,,"['http://store.is.autonavi.com/showpic/5aabc8deca406747fadfc7824d2470e1', 'http://store.is.autonavi.com/showpic/25fbf044ce156a9167e1205b7d6d85d5', 'http://store.is.autonavi.com/showpic/28f7b5d13523dfe5d0c97227593e17c2']",杭州
布丁严选酒店(杭州西湖河坊街十竹斋艺术馆店),B023B13PYP,住宿服务;宾馆酒店;经济型连锁酒店,高银街58号布丁严选酒店十竹斋艺术馆店,,,,30.240774,120.170263,,"['http://store.is.autonavi.com/showpic/9c63966d45eb24b42d6e5ccabfc50513', 'http://store.is.autonavi.com/showpic/52625233b195780800ef5cecd7aa1f22', 'http://store.is.autonavi.com/showpic/9abe4ab7a11deea502c0592ddfd85b66']",杭州
如家酒店(杭州火车东站西广场店),B0FFH344KO,住宿服务;宾馆酒店;经济型连锁酒店,新风路290号,,,,30.291904,120.207287,,"['http://store.is.autonavi.com/showpic/8349dd0f4fee23f0c2825ef7c9388337', 'http://store.is.autonavi.com/showpic/d42587b4592bc88802f6e9ba920a6964', 'http://store.is.autonavi.com/showpic/8891f419b88da855e5a36d242a0b1799']",杭州
布丁酒店(杭州浙大紫金港店),B0FFF6B0YQ,住宿服务;宾馆酒店;经济型连锁酒店,申花路789号剑桥公社B座,,,,30.305625,120.093695,,"['http://store.is.autonavi.com/showpic/52b3b62089a929e6140167e5f203ee5e', 'http://store.is.autonavi.com/showpic/a9779813b060600ea2cbba4c67b7bf92', 'http://store.is.autonavi.com/showpic/a35a1f289fa9f6f2c0c6d87c491288aa']",杭州
布丁精选酒店(杭州西湖武林广场文晖大厦店),B023B14BD7,住宿服务;宾馆酒店;经济型连锁酒店,湖墅南路96号,,,,30.278191,120.156187,,"['http://store.is.autonavi.com/showpic/4969f2d7130de9ae00ad40af1ccb0b5f', 'http://store.is.autonavi.com/showpic/15da76fa424210b0957587ac1eea2771', 'http://store.is.autonavi.com/showpic/7a58c18344649d95c4e75a4fea9a7aa9']",杭州
丽都商务酒店(富春街店),B023B1DAFD,住宿服务;宾馆酒店;宾馆酒店,金桥北路358号,,,,30.061511,119.934544,,"['http://store.is.autonavi.com/showpic/42c3ec86af26c325990ac8015603361f', 'http://store.is.autonavi.com/showpic/8a72c220367efc7e86ce839614958b5e', 'http://store.is.autonavi.com/showpic/45ef93fb7b22b520bfcd16460603c8cc']",杭州
如家快捷酒店(杭州萧山万象汇人民广场地铁站店),B023B14T7P,住宿服务;宾馆酒店;经济型连锁酒店,金城路451号太古广场(颐高数码),,,,30.181975,120.257803,,"['http://store.is.autonavi.com/showpic/59d6cf0ff99b4bf53cd8fe69f4e73a5d', 'http://store.is.autonavi.com/showpic/e529d030de1f1d9e87ef4ab018d9f876', 'http://store.is.autonavi.com/showpic/e72ed867ae4e2863451c5b203b077938']",杭州
布丁酒店(杭州火车东站新塘地铁站店),B0FFGB310B,住宿服务;宾馆酒店;经济型连锁酒店,艮山西路78号东门大厦,,,,30.278504,120.209779,,"['http://store.is.autonavi.com/showpic/075dbf579f9cd7868c66d5ceb1c41679', 'http://store.is.autonavi.com/showpic/7e923e75fc92e65fbf1492316c011366', 'http://store.is.autonavi.com/showpic/31dbf56f4780f9c8ee9bc022db22b959']",杭州
布丁严选酒店(黄龙体育中心文三路地铁站店),B023B14FT2,住宿服务;宾馆酒店;经济型连锁酒店,万塘路266号(文三路地铁站D3口步行190米),,,,30.277988,120.12511,,"['http://store.is.autonavi.com/showpic/1a13eaccc6c9c32a0cbe3975776048b0', 'http://store.is.autonavi.com/showpic/86a15a1b115ee63c4d7b6c364454ec00', 'http://store.is.autonavi.com/showpic/dc6ae10a3f0e819ab3c6576c51ff7a2a']",杭州
如家快捷酒店(杭州富阳恩波广场桂花路店),B023B0BI10,住宿服务;宾馆酒店;经济型连锁酒店,桂花路77号,,,,30.048513,119.95555,,"['http://store.is.autonavi.com/showpic/89bd17410f6621142f27ce85e17513ad', 'http://store.is.autonavi.com/showpic/cc1229923a566f11a240c8fd948a6053', 'http://store.is.autonavi.com/showpic/4870473681ae7575208b2290b3869386']",杭州
果捷精品酒店(杭州农副产品物流中心店),B023B1D2JO,住宿服务;宾馆酒店;宾馆酒店,农副产品物流中心博园路2号,,,,30.37574,120.107228,,"['http://store.is.autonavi.com/showpic/a34ad7a53204986b1f4388cb5f15d339', 'http://store.is.autonavi.com/showpic/147103b90c9324d0d09f5926fcc91d0a', 'http://store.is.autonavi.com/showpic/49e0bbbcd21d8a3621bafaae7219fd35']",杭州
汉庭酒店(杭州火车南站店),B0FFIMD0Z1,住宿服务;宾馆酒店;经济型连锁酒店,商城中路125号,,,,30.166762,120.29135,,"['http://store.is.autonavi.com/showpic/9dc8548ad08fad0ce6e70e35da7bf3f8', 'http://store.is.autonavi.com/showpic/ffaa13d99ef9f20d53ed43d257bfb928', 'http://store.is.autonavi.com/showpic/450f840a6c8576b2b62871bf38b33068']",杭州
Zsmart智尚酒店(杭州浙大紫金港城西银泰店),B0FFHC3N2N,住宿服务;宾馆酒店;宾馆酒店,政苑街8号,,,,30.297262,120.105412,,"['http://store.is.autonavi.com/showpic/114ca985d1222efa72d411bbd386aa8f', 'http://store.is.autonavi.com/showpic/d3be60e1a728dbc6d8e31d725e7ceabb', 'http://store.is.autonavi.com/showpic/c46d12d657ba5c57bb3a5e2849b04e61']",杭州
网宿酒店(滨江银泰店),B0FFIXSNLC,住宿服务;宾馆酒店;宾馆酒店,新联路20号,,,,30.201268,120.22659,,"['http://store.is.autonavi.com/showpic/e319a884c95e2acbca911907258293e2', 'http://store.is.autonavi.com/showpic/4de81ce34b44bf35dd1f70481d439056', 'http://store.is.autonavi.com/showpic/948ddf3b49f45dea89f5d507911a57bc']",杭州
如家精选酒店(杭州四季青钱江新城清江路店),B0FFILVIT6,住宿服务;宾馆酒店;经济型连锁酒店,清江路76-2号(莫邪塘地铁站B口步行330米),,,,30.245341,120.188663,,"['http://store.is.autonavi.com/showpic/f16117f2c144bd75c536c2d550fa8df8', 'http://store.is.autonavi.com/showpic/a147a3ad06fafa460ba2876b192bb8e7', 'http://store.is.autonavi.com/showpic/c33aa19de2adb6879a055e19d2ef0def']",杭州
布丁严选酒店(杭州庆春广场景芳地铁站店),B023B13OYD,住宿服务;宾馆酒店;宾馆酒店,景芳路173号(景芳地铁站B口步行390米),,,,30.26717,120.204002,,"['http://store.is.autonavi.com/showpic/d9bf02a4d73861928686d641e07eb712', 'http://store.is.autonavi.com/showpic/f82faba65d4c86f9822d7c1610095069', 'http://store.is.autonavi.com/showpic/19fa516d70cec6fe7523f9ff537be156']",杭州
杭州雅冠酒店(杭州火车东站西广场店),B0FFFD3Q19,住宿服务;宾馆酒店;宾馆酒店,新风路288号红街天城2幢1层,,,,30.291845,120.207636,,"['http://store.is.autonavi.com/showpic/d549dbb9388e6f75d97eb230c0d83179', 'http://store.is.autonavi.com/showpic/86fbae5a0cd2063a23cbe6b8d4be9fd0', 'http://store.is.autonavi.com/showpic/a515141ff0e66e6ef1662001fb222b4a']",杭州
杭州三坝酒店(三坝地铁站),B023B14EUU,住宿服务;宾馆酒店;宾馆酒店,竞舟北路145号,,,,30.305728,120.100788,,"['http://store.is.autonavi.com/showpic/275ea72fd8bd6dd9987543f15627903b', 'http://store.is.autonavi.com/showpic/71bf1525f9f3bd79763fb4d6ed4ac703', 'http://store.is.autonavi.com/showpic/d95aea977af23bfeb7c5a72360fe183d']",杭州
怡莱酒店(杭州武林广场店),B0FFHECASO,住宿服务;宾馆酒店;经济型连锁酒店,"体育场路216号田家桥2号,体育场路和中河高架交叉口",,,,30.27078,120.171334,,"['http://store.is.autonavi.com/showpic/164fa51f79c56a264e1e3e3f40c051ab', 'http://store.is.autonavi.com/showpic/da18b36ef55e0c1ace5e37cf35cf5a5d', 'http://store.is.autonavi.com/showpic/54b5ef1f950fa1682ba1bcd1d5a3694e']",杭州
布丁酒店(杭州火车东站艮山西路店),B023B14DR8,住宿服务;宾馆酒店;经济型连锁酒店,艮山西路200号(艮秋立交桥西北侧)距闸弄口新村公交站向东200米工商银行旁,,,,30.27668,120.197168,,"['http://store.is.autonavi.com/showpic/c8a53550815c0c28915998207b91ff24', 'http://store.is.autonavi.com/showpic/dab1e8ab9664f9778469e89ede1cf8ad', 'http://store.is.autonavi.com/showpic/cd54563df229ecf87cfaa4811bdf82d5']",杭州
恒8酒店(萧山机场店),B023B1522B,住宿服务;宾馆酒店;经济型连锁酒店,靖江镇青六路286号(永盛路地铁站E口步行440米),,,,30.239623,120.474358,,"['http://store.is.autonavi.com/showpic/74f59bb5ae1f4a192fc88b03efa3cc53', 'http://store.is.autonavi.com/showpic/81ad8613121cecfe8f47f94803124dd6', 'http://store.is.autonavi.com/showpic/8d1f836c45b081c8b267aa5237783669']",杭州
格林豪泰商务酒店(桐庐高铁站店),B0FFF60MFH,住宿服务;宾馆酒店;经济型连锁酒店,瑶琳路135号,,,,29.802101,119.697988,,"['http://store.is.autonavi.com/showpic/1208d6d83a2c13a98a69513d0c381d51', 'http://store.is.autonavi.com/showpic/dab9ea7c1da99a1cdc7ea8e2f1cdf7a3', 'http://store.is.autonavi.com/showpic/d6567341188db94b11c1c5ba43c121ea']",杭州
如家-杭州城北万象城杭行路地铁站店,B0FFGVIJDB,住宿服务;宾馆酒店;经济型连锁酒店,好运路193号,,,,30.348786,120.119064,,"['http://store.is.autonavi.com/showpic/36c5cedf58722f47cd6b9f857f236a68', 'http://store.is.autonavi.com/showpic/ee74a326a7a362fe509489b65731721b', 'http://store.is.autonavi.com/showpic/c7cb521a7980acfe6035f6b73ddfa4d1']",杭州
